Path1,Column A,Column B,Column C,,name,CSV Reference,Paste Embed Code in This Column,Share Link,drill_category,drill_game_states,description,SOLIDIFICATION NUMBERS,Safe Name W/O Comma's,,tags,Quoted Description,createdDate,lastUpdated
Transition,,Transition,Clearing,Skeleton Clears,2-3-2 Clear (Skeleton),11,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ybglIewYELX4sC5kN0Qk"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=ybglIewYELX4sC5kN0Qk,,,The 2-3-2 Clear puts 2 midfielders 10 yards over midfield -  three just goalside of the midline -  and two making up the base of the clear.  The 2-3 2 has become the favorite of many collegiate teams because of how it helps them in the substitution game as well.,510,2-3-2 Clear (Skeleton),2-3-2 Clear (Skeleton),Clear - Transition - Whole Unit (8+) - Advanced,The 2-3-2 Clear puts 2 midfielders 10 yards over midfield -  three just goalside of the midline -  and two making up the base of the clear.  The 2-3 2 has become the favorite of many collegiate teams because of how it helps them in the substitution game as well.,2021-01-03T14:46:04.552Z,2025-02-01T20:23:56.102Z
Transition,,Transition,Clearing,4-3 Alpha Clear,4-3 Alpha Clear with 2 Subs (Box Side),19,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=RBc9mdi4tLfkfbcowPq0"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=RBc9mdi4tLfkfbcowPq0,,,,497,4-3 Alpha Clear with 2 Subs (Box Side),4-3 Alpha Clear with 2 Subs (Box Side),,,2022-02-06T11:41:20.459Z,2025-02-01T20:18:25.989Z
Transition,,Transition,Clearing,4-3 Alpha Clear,4-3 Alpha Clear with 2 Subs (Off Box),19,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=shNMkq6GoftzEgJzobb1"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=shNMkq6GoftzEgJzobb1,,,,498,4-3 Alpha Clear with 2 Subs (Off Box),4-3 Alpha Clear with 2 Subs (Off Box),,,2022-02-06T11:49:38.558Z,2025-02-01T20:13:41.036Z
Transition,,Transition,Clearing,Skeleton Clears,4-3 Clear (Skeleton),,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=KcRfug6JkP4Wo3ABWd60"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=KcRfug6JkP4Wo3ABWd60,,,The 4 - 3 Clear puts 4 players across the midline and 3 players building the base of the clear.  The upfield players will work back to the ball and turn upfield.,504,4-3 Clear (Skeleton),4-3 Clear (Skeleton),Clear - Transition - Whole Unit (8+),The 4 - 3 Clear puts 4 players across the midline and 3 players building the base of the clear.  The upfield players will work back to the ball and turn upfield.,2021-01-03T14:46:04.552Z,2025-02-01T20:12:55.974Z
Transition,,Transition,Clearing,Clearing Strategy,Alpha,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tfLiamARiI3HIcrsapxT"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=tfLiamARiI3HIcrsapxT,,,Alpha is a term used to describe which player is being guarded by the attackman.  Since most attack men will not cross the midline once we know who is offended by the attachment this player can cross the midline into open space and receive the ball.,501,Alpha,Alpha,Clear - Ride - Transition - Whole Unit (8+),Alpha is a term used to describe which player is being guarded by the attackman.  Since most attack men will not cross the midline once we know who is offended by the attachment this player can cross the midline into open space and receive the ball.,2021-01-03T14:46:04.552Z,2025-01-23T23:14:04.680Z
Transition,,Transition,Clearing,4-3 Alpha Clear,Base - Accept a Pass,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=uL1KeIqhNpdmPgJQgyuU"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=uL1KeIqhNpdmPgJQgyuU,,,,499,Base - Accept a Pass,Base,,,2021-09-15T00:53:24.294Z,2024-03-12T23:21:12.977Z
Transition,,Transition,Clearing,4-3 Alpha Clear,Base - Gain Possession,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=9w3xu8rrLDF7d6PYZK7o"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=9w3xu8rrLDF7d6PYZK7o,,,,500,Base - Gain Possession,Base,,,2021-09-15T00:48:13.488Z,2024-03-12T23:20:17.215Z
Transition,,Transition,Clearing,Skeleton Clears,Diamond Clear (Skeleton),,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=1mxUE8zB8gQ0ilmlTJcy"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=1mxUE8zB8gQ0ilmlTJcy,,,The Diamond Clear creates a diamond with the upfield defenseman on the off box side -  both short stick midfielders in the middle (one restraining line -  one midline) -  and the LSM at the box.,505,Diamond Clear (Skeleton),Diamond Clear (Skeleton),Clear - Transition - Whole Unit (8+),The Diamond Clear creates a diamond with the upfield defenseman on the off box side -  both short stick midfielders in the middle (one restraining line -  one midline) -  and the LSM at the box.,2021-01-03T14:46:04.552Z,2025-01-23T23:08:04.666Z
Transition,,Transition,Clearing,Skeleton Clears,L - Clear (Skeleton),,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GNEeeT129CT2cHkGsXip"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=GNEeeT129CT2cHkGsXip,,,"The L - Clear refers to the formation of the defensive players in the clear.  The defenseman will move form an L as they line up on the wings of each side of the goal and the just goal side of the midline on the off box side.

There are many different types of L clears depending on the formation of the other players.  Here we will show a 4-3 clear -  diamond clear -  and 2-2-3 clear formaions.",506,L - Clear (Skeleton),L,Clear - Transition - Whole Unit (8+),"""The L - Clear refers to the formation of the defensive players in the clear.  The defenseman will move form an L as they line up on the wings of each side of the goal and the just goal side of the midline on the off box side.

There are many different types of L clears depending on the formation of the other players.  Here we will show a 4-3 clear -  diamond clear -  and 2-2-3 clear formaions.""",2021-01-03T14:46:04.552Z,2025-01-24T13:55:12.900Z
Transition,,Transition,Clearing,Skeleton Clears,Ladder Clear (Skeleton),,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=1JYz497MNemSMN9A9Ht2"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=1JYz497MNemSMN9A9Ht2,,,"The Ladder Clear puts both midfielders on the off box side and tries to move the ball up the ladder.

Teams will clear up the off box side with their midfielders to keep the opposing riding midfielders on the field.",507,Ladder Clear (Skeleton),Ladder Clear (Skeleton),Clear - Transition - Whole Unit (8+),"""The Ladder Clear puts both midfielders on the off box side and tries to move the ball up the ladder.

Teams will clear up the off box side with their midfielders to keep the opposing riding midfielders on the field.""",2021-01-03T14:46:04.552Z,2024-04-21T12:34:19.845Z
Transition,,Transition,Clearing,Skeleton Clears,Shorty Low Clear (Punt Return),,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dbBI7s9YNjCycslnCSmQ"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=dbBI7s9YNjCycslnCSmQ,,,The Shorty Low Clear or Punt Return is used when a team has an extremely athletic and elusive player that can easily run the ball out.  He will wait inside to get the ball and then run it to the offensive side of the field.,508,Shorty Low Clear (Punt Return),Shorty Low Clear (Punt Return),Clear - Transition - Whole Unit (8+),The Shorty Low Clear or Punt Return is used when a team has an extremely athletic and elusive player that can easily run the ball out.  He will wait inside to get the ball and then run it to the offensive side of the field.,2021-01-03T14:46:04.552Z,2024-02-23T19:46:20.828Z
Transition,,Transition,Clearing,Clearing Terminology,Terminology Clear,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=UA3OsOXjZsudAEH8KKr5"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=UA3OsOXjZsudAEH8KKr5,,,Clear vs Ride Base,502,Terminology Clear,Terminology Clear,Clear - Ride - Transition - Whole Unit (8+),Clear vs Ride Base,2021-01-03T14:46:04.552Z,2025-01-23T23:08:24.675Z
Transition,,Transition,Clearing,Skeleton Clears,Trick Clear Attack Over Substitution Clear,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OiLHc6dq9RVRQbUBbT3R"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=OiLHc6dq9RVRQbUBbT3R,,,"The Ladder Clear puts both midfielders on the off box side and tries to move the ball up the ladder.

Teams will clear up the off box side with their midfielders to keep the opposing riding midfielders on the field.",509,Trick Clear Attack Over Substitution Clear,Trick Clear Attack Over Substitution Clear,Clear - Transition - Whole Unit (8+),"""The Ladder Clear puts both midfielders on the off box side and tries to move the ball up the ladder.

Teams will clear up the off box side with their midfielders to keep the opposing riding midfielders on the field.""",2023-09-08T14:16:09.322Z,2025-03-07T02:51:08.608Z
Offense,,Offense,Cuse Motion Offense,Full Motion,Cuse Motion - Alley Throw Back,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=gOgB4zf2ZMpVHuiF6J8w"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=gOgB4zf2ZMpVHuiF6J8w,,,This is the Cuse Motion Offense,359,Cuse Motion - Alley Throw Back,Cuse Motion,,This is the Cuse Motion Offense,2020-12-27T13:41:11.330Z,2025-03-17T19:56:16.862Z
Offense,,Offense,Cuse Motion Offense,Full Motion,Cuse Motion - Alley Throw Forward,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0Wd1yivtwRHTQhIDwoDW"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=0Wd1yivtwRHTQhIDwoDW,,,This is the Cuse Motion Offense,356,Cuse Motion - Alley Throw Forward,Cuse Motion,Offense,This is the Cuse Motion Offense,2020-12-27T13:41:11.330Z,2025-01-06T19:39:00.908Z
Offense,,Offense,Cuse Motion Offense,Full Motion,Cuse Motion - Alley Throw Forward Fade Redodge,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=AWbweqOYPces1BuyTL6y"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=AWbweqOYPces1BuyTL6y,,,This is the Cuse Motion Offense,357,Cuse Motion - Alley Throw Forward Fade Redodge,Cuse Motion,Offense,This is the Cuse Motion Offense,2022-01-10T20:59:29.635Z,2025-06-02T23:03:38.726Z
Offense,,Offense,Cuse Motion Offense,Full Motion,Cuse Motion - Alley to Picks Behind,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=liLq69y3KNixoFh9Cf5U"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=liLq69y3KNixoFh9Cf5U,,,"This is the Cuse Motion Offense with a pick behind after the first pass.

The attack men want to switch sides so they can work to their strong hands in the two-man game.",358,Cuse Motion - Alley to Picks Behind,Cuse Motion,Offense,"""This is the Cuse Motion Offense with a pick behind after the first pass.

The attack men want to switch sides so they can work to their strong hands in the two-man game.""",2020-12-27T13:41:11.330Z,2025-03-11T06:45:45.534Z
Offense,,Offense,Cuse Motion Offense,Individual Parts,Cuse Motion - Backside Cut The Middle,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=EwMMgcmNXJk1ni0tfmuq"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=EwMMgcmNXJk1ni0tfmuq,,,This is the Cuse Motion Offense - The backside player will cut the middle.,362,Cuse Motion - Backside Cut The Middle,Cuse Motion,Offense,This is the Cuse Motion Offense - The backside player will cut the middle.,2021-01-30T21:14:01.861Z,2021-01-30T21:15:43.417Z
Offense,,Offense,Cuse Motion Offense,Individual Parts,Cuse Motion - Crease Mirror,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=gBQwvFRagThuMUKx2lCL"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=gBQwvFRagThuMUKx2lCL,,,This is the Cuse Motion Offense - The top crease player will mirror the dodge.,363,Cuse Motion - Crease Mirror,Cuse Motion,Offense,This is the Cuse Motion Offense - The top crease player will mirror the dodge.,2021-01-30T21:11:42.254Z,2024-09-11T03:36:02.681Z
Offense,,Offense,Cuse Motion Offense,Individual Parts,Cuse Motion - Dodge or Sweep,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MrRjHNZiM52ZWnAXqjU2"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=MrRjHNZiM52ZWnAXqjU2,,,This is the Cuse Motion Offense - The dodger has the option to go over the top or down the alley. All other players will react to this dodge.,364,Cuse Motion - Dodge or Sweep,Cuse Motion,Offense,This is the Cuse Motion Offense - The dodger has the option to go over the top or down the alley. All other players will react to this dodge.,2021-01-30T21:00:38.254Z,2024-09-11T03:30:02.653Z
Offense,,Offense,Cuse Motion Offense,Individual Parts,Cuse Motion - Low 2 - Fade and Cut the Middle,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=yJne3AO73xIZqkzSKH0K"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=yJne3AO73xIZqkzSKH0K,,,This is the Cuse Motion Offense - The near side low player will fade to x playing hang up games while the backside player cuts the middle.,365,Cuse Motion - Low 2 - Fade and Cut the Middle,Cuse Motion,Offense,This is the Cuse Motion Offense - The near side low player will fade to x playing hang up games while the backside player cuts the middle.,2021-01-30T21:19:46.849Z,2024-02-15T05:35:32.040Z
Offense,,Offense,Cuse Motion Offense,Individual Parts,Cuse Motion - Low 2 Clear Through,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qdjIZwPycnTNvSdvgFRG"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=qdjIZwPycnTNvSdvgFRG,,,This is the Cuse Motion Offense - The near side low player will clear through to the crease and the backside player will fill to x for the forward outlet.,366,Cuse Motion - Low 2 Clear Through,Cuse Motion,Offense,This is the Cuse Motion Offense - The near side low player will clear through to the crease and the backside player will fill to x for the forward outlet.,2021-01-30T21:20:00.146Z,2021-01-30T21:03:22.656Z
Offense,,Offense,Cuse Motion Offense,Full Motion,Cuse Motion - Sweep Throw Back,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=z63nGk2lFpI3QU22hVlY"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=z63nGk2lFpI3QU22hVlY,,,This is the Cuse Motion Offense,360,Cuse Motion - Sweep Throw Back,Cuse Motion,,This is the Cuse Motion Offense,2020-12-27T13:41:11.330Z,2025-03-10T20:53:27.971Z
Offense,,Offense,Cuse Motion Offense,Full Motion,Cuse Motion - Sweep Throw Forward,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=8czW8l5gY97TeBH87gzJ"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=8czW8l5gY97TeBH87gzJ,,,This is the Cuse Motion Offense,361,Cuse Motion - Sweep Throw Forward,Cuse Motion,,This is the Cuse Motion Offense,2020-12-27T13:41:11.330Z,2025-01-06T19:42:00.929Z
Offense,,Offense,Cuse Motion Offense,Individual Parts,Cuse Motion - Top Center Fade,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=nq1NfvjWNLY6MANMVBjw"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=nq1NfvjWNLY6MANMVBjw,,,This is the Cuse Motion Offense - The top center player will fade and prepare to dodge of the ball swings.,367,Cuse Motion - Top Center Fade,Cuse Motion,Offense,This is the Cuse Motion Offense - The top center player will fade and prepare to dodge of the ball swings.,2021-01-30T21:08:37.256Z,2025-02-18T22:09:30.898Z
Offense,,Offense,Cuse Motion Offense,Vs Zone,Cuse Motion vs Zone - Alley to Nearside Pipe,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0Ulreo5iO4jZTYtKAz7T"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=0Ulreo5iO4jZTYtKAz7T,,,This is the Cuse Motion Offense vs a 3-3 zone.,368,Cuse Motion vs Zone - Alley to Nearside Pipe,Cuse Motion vs Zone,Offense,This is the Cuse Motion Offense vs a 3-3 zone.,2021-03-08T13:32:14.937Z,2025-03-17T19:52:21.853Z
Offense,,Offense,Cuse Motion Offense,Vs Zone,Cuse Motion vs Zone - Sweep to Step Down,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dL8Xv4SnhCFZvlM2laxO"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=dL8Xv4SnhCFZvlM2laxO,,,This is the Cuse Motion Offense vs a 3-3 zone.,369,Cuse Motion vs Zone - Sweep to Step Down,Cuse Motion vs Zone,Offense,This is the Cuse Motion Offense vs a 3-3 zone.,2021-03-08T13:42:31.209Z,2025-03-17T19:57:01.843Z
Defense,,,Defense,Communication and Responsibilities,1 on Crease - Swing Communication and Responsibility.,Individual,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=cuVnOGWsQBjMW1JMTJfl"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=cuVnOGWsQBjMW1JMTJfl,,,The players communicate their responsibilities as the ball is passed around the field.,190,1 on Crease - Swing Communication and Responsibility.,1 on Crease,Offense - Defense,The players communicate their responsibilities as the ball is passed around the field.,2021-01-11T23:00:23.855Z,2025-03-09T15:23:39.171Z
Defense,,,Defense,Communication and Responsibilities,2 on Crease - Swing Communication and Responsibility.,Individual,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=lU1l7evmgX4GXLnbbXZk"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=lU1l7evmgX4GXLnbbXZk,,,The players communicate their responsibilities as the ball is passed around the field.,189,2 on Crease - Swing Communication and Responsibility.,2 on Crease,Defense,The players communicate their responsibilities as the ball is passed around the field.,2021-01-11T23:06:55.540Z,2024-04-02T21:12:50.960Z
Defense,,,Defense,Slide and Recover Example,CoMa Slide and Recover,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=watGv5buZ3GN5kg8U23z"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=watGv5buZ3GN5kg8U23z,,,A CoMa Slide is a slide to a dodge from X where the slide COMes Across the goal from the other side.,209,CoMa Slide and Recover,CoMa Slide and Recover,Offense - Defense,A CoMa Slide is a slide to a dodge from X where the slide COMes Across the goal from the other side.,2021-01-03T14:31:06.260Z,2025-03-04T17:37:52.172Z
Defense,,,Defense,Slide and Recover Example,CoMa Slide and Recover - Throw Back,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0x24f93jd3wwTJG518VC"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=0x24f93jd3wwTJG518VC,,,,214,CoMa Slide and Recover - Throw Back,CoMa Slide and Recover,,,2021-03-24T19:39:08.298Z,2024-01-20T18:06:13.000Z
Defense,,,Defense,Slide and Recover Example,Crease Slide and Recovery,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wbF15sy2Pr8GQMOilnV9"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=wbF15sy2Pr8GQMOilnV9,,,Crease Slide and Recovery Example,210,Crease Slide and Recovery,Crease Slide and Recovery,Offense - Defense,Crease Slide and Recovery Example,2021-01-03T14:31:06.260Z,2025-02-07T01:29:24.394Z
Defense,,,Defense,Defending the 1-4-1,Defending 1-4-1 Double Mumbo’s Play,Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=8jvdXCe9IbTgxNbAt1nV"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=8jvdXCe9IbTgxNbAt1nV,,,"Defending the 1-4-1 set is a difficult task because the 4 perimeter players create long distances for sliding and recovering.

The 1-4-1 Double Mumbo play is a favorite of coaches.  It can be run as a set piece -  or as a precursor to a weave motion.  We both in this example.",195,Defending 1-4-1 Double Mumbo’s Play,Defending 1-4-1 Double Mumbo’s Play,Defense - Advanced - Whole Unit (8+),"""Defending the 1-4-1 set is a difficult task because the 4 perimeter players create long distances for sliding and recovering.

The 1-4-1 Double Mumbo play is a favorite of coaches.  It can be run as a set piece -  or as a precursor to a weave motion.  We both in this example.""",2023-09-08T13:30:01.950Z,2024-03-06T19:51:08.826Z
Defense,,,Defense,Defending the 1-4-1,Defending 1-4-1 Isolation Dodges,Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=KI47PgfMa6MjY2lg4oQt"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=KI47PgfMa6MjY2lg4oQt,,,"Defending the 1-4-1 set is a difficult task because the 4 perimeter players create long distances for sliding and recovering.

In this example -  we will outline how we would like to defend isolation dodges.  As a simple rule -  we will most likely slide and recover from the crease.",197,Defending 1-4-1 Isolation Dodges,Defending 1-4-1 Isolation Dodges,Defense - Whole Unit (8+) - Intermediate,"""Defending the 1-4-1 set is a difficult task because the 4 perimeter players create long distances for sliding and recovering.

In this example -  we will outline how we would like to defend isolation dodges.  As a simple rule -  we will most likely slide and recover from the crease.""",2023-09-08T13:12:33.485Z,2024-03-06T19:51:30.414Z
Defense,,,Defense,Defending 2 Man Games,Defending a Shallow Cut,Individual,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=XqyN1vWQ2oEioljtvWyF"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=XqyN1vWQ2oEioljtvWyF,,,"An overview of the methodology of defending a shallow cut.
1) Just play defense - 
2) Slide and Rotate -",193,Defending a Shallow Cut,Defending a Shallow Cut,,"""An overview of the methodology of defending a shallow cut.
1) Just play defense - 
2) Slide and Rotate - """,2023-01-13T19:45:01.119Z,2024-03-20T20:06:02.629Z
Defense,,,Defense,Defending 2 Man Games,Defending The Picking Game,Individal,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=KxcHSI3HGjbvtidIHhJt"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=KxcHSI3HGjbvtidIHhJt,,,"An overview of the methodology of defending a shallow cut.
1) Just play defense - 
2) Slide and Rotate -",194,Defending The Picking Game,Defending The Picking Game,,"""An overview of the methodology of defending a shallow cut.
1) Just play defense - 
2) Slide and Rotate - """,2023-01-13T19:52:15.640Z,2025-04-09T14:02:46.243Z
Defense,,,Defense,Defending the 1-4-1,Defending Wing Picks in 1-4-1,Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MkGCbqZG1K3y66t889m2"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=MkGCbqZG1K3y66t889m2,,,"Defending the 1-4-1 set is a difficult task because the 4 perimeter players create long distances for sliding and recovering.

In this example -  we will outline how we would like to slide to a wing pick that works.",196,Defending Wing Picks in 1-4-1,Defending Wing Picks in 1-4-1,Defense - Whole Unit (8+) - Advanced,"""Defending the 1-4-1 set is a difficult task because the 4 perimeter players create long distances for sliding and recovering.

In this example -  we will outline how we would like to slide to a wing pick that works.""",2023-09-08T12:39:51.014Z,2024-03-08T14:37:25.343Z
Defense,,,Defense,Defending 2 Man Games,Doubling Picks Behind The Goal,Individual,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wDP3Ebj7CjRh6FCeHWi9"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=wDP3Ebj7CjRh6FCeHWi9,,,"An overview of how to double picks behind the goal and pull the goalie to cover the 2nd player.
1) Double the Pick
2) Pull the Goalie to cover the other player.",192,Doubling Picks Behind The Goal,Doubling Picks Behind The Goal,Defense - Advanced - Whole Unit (8+),"""An overview of how to double picks behind the goal and pull the goalie to cover the 2nd player.
1) Double the Pick
2) Pull the Goalie to cover the other player.""",2023-01-13T20:13:51.991Z,2024-08-19T20:04:18.654Z
Defense,,,Defense,Slide and Recover Example,Near Man Slide and Recovery,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=oiZgCVqH6dZNQZHn6syC"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=oiZgCVqH6dZNQZHn6syC,,,Near Man Slide and Recovery - If a defensive player comes between the crease slide and the ball carrier -  they are now the slide and the crease must pick up that man.,211,Near Man Slide and Recovery,Near Man Slide and Recovery,Offense - Defense,Near Man Slide and Recovery - If a defensive player comes between the crease slide and the ball carrier -  they are now the slide and the crease must pick up that man.,2021-01-03T14:31:06.260Z,2025-03-13T19:50:27.147Z
Defense,,,Defense,Communication and Responsibilities,Open - Swing Communication and Responsibility.,Individual,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=bldKPdyu6MgdMBoKlSEy"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=bldKPdyu6MgdMBoKlSEy,,,The players communicate their responsibilities as the ball is passed around the field.,191,Open - Swing Communication and Responsibility.,Open,Offense - Defense,The players communicate their responsibilities as the ball is passed around the field.,2021-01-11T22:14:08.640Z,2024-03-18T17:20:30.568Z
Defense,,,Defense,Slide and Recover Example,"Open, Adjacent Slide and Recover",,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qH35YqpWvK78raLGrztN"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=qH35YqpWvK78raLGrztN,,,Adjacent Slide and Recover,212,"""Open, Adjacent Slide and Recover""","""Open, Adjacent Slide and Recover""",Offense - Defense,Adjacent Slide and Recover,2021-01-03T14:31:06.260Z,2025-01-27T15:20:49.022Z
Defense,,,Defense,RIT House and 1 Zone,RIT House and 1 Zone Idea,Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OLcwPEKD478uwo8j453A"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=OLcwPEKD478uwo8j453A,,,RIT’s House and 1 Zone combines a House Man Down Defense with a single crease player inside.,198,RIT House and 1 Zone Idea,RIT House and 1 Zone Idea,Defense - Advanced - Whole Unit (8+),RIT’s House and 1 Zone combines a House Man Down Defense with a single crease player inside.,2022-07-07T11:33:50.075Z,2024-04-19T01:37:33.198Z
Defense,,,Defense,RIT House and 1 Zone,RIT Zone - Defending Cutters and Poppers,Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=an1W37412dYeVEbEzLc9"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=an1W37412dYeVEbEzLc9,,,As off ball players enter and exit the crease area -  the tiger must let house players know that the player he is defending is moving off the crease.  Likewise -  perimeter players must communicate to the Tiger that a player is moving to the crease for them to cover.  HOUSE Players must cover backside cutters until they know the Tiger has taken responsibility to cover them.,199,RIT Zone - Defending Cutters and Poppers,RIT Zone,Defense - Advanced - Whole Unit (8+),As off ball players enter and exit the crease area -  the tiger must let house players know that the player he is defending is moving off the crease.  Likewise -  perimeter players must communicate to the Tiger that a player is moving to the crease for them to cover.  HOUSE Players must cover backside cutters until they know the Tiger has taken responsibility to cover them.,2022-07-07T12:08:03.733Z,2023-09-09T22:48:47.654Z
