Vimeo Connection ID,Strategy Categories,Strategy Name,Lacrosse Lab Link,description,Paste Embed Code in This Column
14,Man Up,22 Quick,,,
,Zone Offense - Set Plays,3 Man Gears,https://lacrosse.labradorsports.com/play?l=L6Ota4CBJgfqsYLZDXn7,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=L6Ota4CBJgfqsYLZDXn7"" style=""max-width: 100%""></iframe>"
16,Zone Offense,3 Man Gears Offense,,,
,Man Up,3-3 3 Man Side Wheel,https://lacrosse.labradorsports.com/play?l=t4Q14UyOV1TDIQBMKQyS,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=t4Q14UyOV1TDIQBMKQyS"" style=""max-width: 100%""></iframe>"
,Man Up,3-3 3 Man Side Wheel,https://lacrosse.labradorsports.com/play?l=ZvszFzSdv6vKjKYr7tOn,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ZvszFzSdv6vKjKYr7tOn"" style=""max-width: 100%""></iframe>"
,Man Up,3-3 3 Man Side Wheel,https://lacrosse.labradorsports.com/play?l=zZgN1jF7cIyTh2Ajhxb6,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=zZgN1jF7cIyTh2Ajhxb6"" style=""max-width: 100%""></iframe>"
161,Man Up,3-3 4 Man Side Wheel,https://lacrosse.labradorsports.com/play?l=PDGCmTBKVFkCbPWpo4Sl,This 4 Man Side Wheel,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=PDGCmTBKVFkCbPWpo4Sl"" style=""max-width: 100%""></iframe>"
161,Man Up,3-3 4 Man Side Wheel,https://lacrosse.labradorsports.com/play?l=bczxoo7scYOmPLOarTxN,Use this 4 Man Side Wheel and double seal to get your best shooter free!,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=bczxoo7scYOmPLOarTxN"" style=""max-width: 100%""></iframe>"
161,Man Up,3-3 4 Man Side Wheel,https://lacrosse.labradorsports.com/play?l=cfpHnEEXT9JaKtnjIEbh,Use this 4 Man Side Wheel and double seal to get your best shooter free!,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=cfpHnEEXT9JaKtnjIEbh"" style=""max-width: 100%""></iframe>"
161,Man Up,3-3 4 Man Top Wheel,https://lacrosse.labradorsports.com/play?l=ALhfR00MsVMBqj0spFiz,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the defense puts 3 defenseman High -  the ball carrier will look for skip passes through the defense.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ALhfR00MsVMBqj0spFiz"" style=""max-width: 100%""></iframe>"
161,Man Up,3-3 4 Man Top Wheel,https://lacrosse.labradorsports.com/play?l=2wHVhiG46tWITYyFOabE,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=2wHVhiG46tWITYyFOabE"" style=""max-width: 100%""></iframe>"
161,Man Up,3-3 4 Man Top Wheel,https://lacrosse.labradorsports.com/play?l=k3Oew8jaP75miGtpVmZd,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=k3Oew8jaP75miGtpVmZd"" style=""max-width: 100%""></iframe>"
161,Man Up,3-3 4 Man Top Wheel,https://lacrosse.labradorsports.com/play?l=GgQmpSnJEWVEFzvvBz3H,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

In this 4 Man Top Wheel -  the player cutting the middle will seal the top left defenseman in to allow for the fading player to take a step down.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GgQmpSnJEWVEFzvvBz3H"" style=""max-width: 100%""></iframe>"
161,Man Up,3-3 4 Man Top Wheel,https://lacrosse.labradorsports.com/play?l=3h0VyWH0s3yFGkvZUmen,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

In this 4 Man Top Wheel -  the player cutting the middle will seal the top left defenseman in to allow for the fading player to take a step down.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=3h0VyWH0s3yFGkvZUmen"" style=""max-width: 100%""></iframe>"
161,Man Up,3-3 4 Man Top Wheel,https://lacrosse.labradorsports.com/play?l=c3xnjqvMZeNGNE4H6b2T,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the on ball defenseman stays with and the crease defenseman stays inside -  throw back and play the backward 3v2.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=c3xnjqvMZeNGNE4H6b2T"" style=""max-width: 100%""></iframe>"
161,Man Up,3-3 4 Man Top Wheel,https://lacrosse.labradorsports.com/play?l=o72gTRsFrTiR4K2X5GrT,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the on ball defenseman falls off to cover the crease throw forward and play the 3v2.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=o72gTRsFrTiR4K2X5GrT"" style=""max-width: 100%""></iframe>"
138,Riding,3-3 Deep Zone Ride,https://lacrosse.labradorsports.com/play?l=tqEHTVTyJtKfnFMY0anR,In the 3-3 zone ride -  all players will drop immediately to prevent any early break. Once we’ve forced the adjacent pass -  players will try to double near the midline with attack and midfield groups.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tqEHTVTyJtKfnFMY0anR"" style=""max-width: 100%""></iframe>"
138,Riding,3-3 Deep Zone Ride,https://lacrosse.labradorsports.com/play?l=AZt1TxzMc9lDig0kT198,In the 3-3 zone ride -  all players will drop immediately to prevent any early break. Once we’ve forced the adjacent pass -  players will try to double near the midline with attack and midfield groups.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=AZt1TxzMc9lDig0kT198"" style=""max-width: 100%""></iframe>"
162,Man Up,3-3 Man Up,,,
144,Man Up,3-3 Twist,https://lacrosse.labradorsports.com/play?l=QItHRTJ49Z7SMUEXYo2l,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the defense puts 3 defenseman High -  the ball carrier will look for skip passes through the defense.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=QItHRTJ49Z7SMUEXYo2l"" style=""max-width: 100%""></iframe>"
144,Man Up,3-3 Twist,https://lacrosse.labradorsports.com/play?l=CRVOf0dv5mVcrhiAj2fF,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=CRVOf0dv5mVcrhiAj2fF"" style=""max-width: 100%""></iframe>"
144,Man Up,3-3 Twist,https://lacrosse.labradorsports.com/play?l=cU3LX6irjriuxQDvxIfT,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=cU3LX6irjriuxQDvxIfT"" style=""max-width: 100%""></iframe>"
144,Man Up,3-3 Twist,https://lacrosse.labradorsports.com/play?l=XU92vwwK3hM0K8VdleVa,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=XU92vwwK3hM0K8VdleVa"" style=""max-width: 100%""></iframe>"
60,Zone Offense,3-3 Zone Gaps and Soft Spots,https://lacrosse.labradorsports.com/play?l=7iqPmOxzaPma8MT2x0s9,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7iqPmOxzaPma8MT2x0s9"" style=""max-width: 100%""></iframe>"
21,Man Down,4 Man Rotation,https://lacrosse.labradorsports.com/play?l=s6Vygm0ZxToW2ExUgwgj,"Backside players must spider in to cover the second crease player.

Once they rotate out of this set -  players must be ready to rotate.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=s6Vygm0ZxToW2ExUgwgj"" style=""max-width: 100%""></iframe>"
21,Man Down,4 Man Rotation,https://lacrosse.labradorsports.com/play?l=0zLS5DZXJGAO1tg88yo1,Backside players must spider in to cover the second crease player.  Once they rotate off the crease we must be ready to rotate.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0zLS5DZXJGAO1tg88yo1"" style=""max-width: 100%""></iframe>"
21,Man Down,4 Man Rotation,https://lacrosse.labradorsports.com/play?l=1Dxh4Jg3sNeu7WaE7PnU,Players must rotate quickly and efficiently to get to the hands of the office of players. Be aware of feeds from X,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=1Dxh4Jg3sNeu7WaE7PnU"" style=""max-width: 100%""></iframe>"
21,Man Down,4 Man Rotation,https://lacrosse.labradorsports.com/play?l=ekYt4fSiKw6mnq84Ix9G,The key is covering skip the lanes from top center to the low corners.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ekYt4fSiKw6mnq84Ix9G"" style=""max-width: 100%""></iframe>"
36,Man Down,4 Man Rotation,https://lacrosse.labradorsports.com/play?l=Bg6XdtJRlgZvFSEz32pw,"The boxing one will need to pinch where the ball is and be ready to rotate in the event a player cannot get back to his zone.

Be ready for players to come off of the crease and the player at x to curl","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Bg6XdtJRlgZvFSEz32pw"" style=""max-width: 100%""></iframe>"
20,Man Up,4 Man Rotation,,,
,Offense,4-2 Offense,https://lacrosse.labradorsports.com/play?l=dz7jL4T0L9ftTrYcqo5B,This is an overview and example of the 4-2 Cuse Offense,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dz7jL4T0L9ftTrYcqo5B"" style=""max-width: 100%""></iframe>"
19,Clearing,4-3 Alpha Clear,https://lacrosse.labradorsports.com/play?l=RBc9mdi4tLfkfbcowPq0,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=RBc9mdi4tLfkfbcowPq0"" style=""max-width: 100%""></iframe>"
19,Clearing,4-3 Alpha Clear,https://lacrosse.labradorsports.com/play?l=shNMkq6GoftzEgJzobb1,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=shNMkq6GoftzEgJzobb1"" style=""max-width: 100%""></iframe>"
19,Clearing,4-3 Alpha Clear,https://lacrosse.labradorsports.com/play?l=uL1KeIqhNpdmPgJQgyuU,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=uL1KeIqhNpdmPgJQgyuU"" style=""max-width: 100%""></iframe>"
19,Clearing,4-3 Alpha Clear,https://lacrosse.labradorsports.com/play?l=9w3xu8rrLDF7d6PYZK7o,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=9w3xu8rrLDF7d6PYZK7o"" style=""max-width: 100%""></iframe>"
24,Man Down,5 Man Rotation,https://lacrosse.labradorsports.com/play?l=vAvBzpcKCTELg8drXt7V,"You won’t really see the 5 Man Until a crease player pops off the crease.

Backside players must spider in to cover the second Kris Blair.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=vAvBzpcKCTELg8drXt7V"" style=""max-width: 100%""></iframe>"
24,Man Down,5 Man Rotation,https://lacrosse.labradorsports.com/play?l=Znjmx9XlGrFn4maVMIYN,Backside players must spider in to cover the second crease player.  Once they rotate off the crease we will see a more traditional 5 Man.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Znjmx9XlGrFn4maVMIYN"" style=""max-width: 100%""></iframe>"
24,Man Down,5 Man Rotation,https://lacrosse.labradorsports.com/play?l=MU9lLZSf0pFU93aIP9z5,Players must spider in to cover the crease when the ball is on the other side of the field.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MU9lLZSf0pFU93aIP9z5"" style=""max-width: 100%""></iframe>"
24,Man Down,5 Man Rotation,https://lacrosse.labradorsports.com/play?l=hoYtnmNfoKg0llb7xvKM,The key are the skips from top Center to low corners.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=hoYtnmNfoKg0llb7xvKM"" style=""max-width: 100%""></iframe>"
23,Man Down,5 Man Rotation,,,
,Box,5 Man Weave,https://lacrosse.labradorsports.com/play?l=gxCpEJWAcKhLDPW5EM0t,This is the 5 Man Weave Offense,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=gxCpEJWAcKhLDPW5EM0t"" style=""max-width: 100%""></iframe>"
27,Offense,7v7,https://lacrosse.labradorsports.com/play?l=fWa3Z4x24GvLq7Zkt8uE,A 3 Pass Pick and Roll that works like a charm in 7v7.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fWa3Z4x24GvLq7Zkt8uE"" style=""max-width: 100%""></iframe>"
28,Offense,7v7,https://lacrosse.labradorsports.com/play?l=tLDw3x5K0AsYPpRbsOFP,The Y Offense is a simple and effective motion offense. This offense uses the dodge follow float motion with a player at X,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tLDw3x5K0AsYPpRbsOFP"" style=""max-width: 100%""></iframe>"
,Offense,7v7,https://lacrosse.labradorsports.com/play?l=L8Ea2fE5uWBWvuk08zmF,Pass Down Pick Down and Cycle Offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=L8Ea2fE5uWBWvuk08zmF"" style=""max-width: 100%""></iframe>"
,Offense,7v7,https://lacrosse.labradorsports.com/play?l=fsJeGWbt5aT7jDs4CRmM,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fsJeGWbt5aT7jDs4CRmM"" style=""max-width: 100%""></iframe>"
29,,A Complete Guide To Man Down Defense,,,
98,Defense,Adjacent Slide Package,https://lacrosse.labradorsports.com/play?l=qH35YqpWvK78raLGrztN,Adjacent Slide and Recover,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qH35YqpWvK78raLGrztN"" style=""max-width: 100%""></iframe>"
30,Defense,Adjacent Slide Package,,,
,Offense - Set Plays,Army - Inbounds Play,https://lacrosse.labradorsports.com/play?l=zm9MQU52aa720ElA3YGp,The Army inbounds play is a carry throw back on board with a seal and cut inside and up top.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=zm9MQU52aa720ElA3YGp"" style=""max-width: 100%""></iframe>"
,Man Up & Man Down,Base Swings,https://lacrosse.labradorsports.com/play?l=umNDqgbUds0puGp9Hcd5,1-4-1 Man Up Swing,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=umNDqgbUds0puGp9Hcd5"" style=""max-width: 100%""></iframe>"
,Man Up & Man Down,Base Swings,https://lacrosse.labradorsports.com/play?l=WYCo7G3yAPvwjW70hirU,2-2-2 Swing,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=WYCo7G3yAPvwjW70hirU"" style=""max-width: 100%""></iframe>"
,Man Up & Man Down,Base Swings,https://lacrosse.labradorsports.com/play?l=oEgrW1Wbx6OZqFBqu7AA,2-3-1 Man Up Swing,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=oEgrW1Wbx6OZqFBqu7AA"" style=""max-width: 100%""></iframe>"
,Man Up & Man Down,Base Swings,https://lacrosse.labradorsports.com/play?l=T0yVxtMEAdbJxAfe2NPZ,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=T0yVxtMEAdbJxAfe2NPZ"" style=""max-width: 100%""></iframe>"
31,Zone Offense,Beat Your Man and Score,https://lacrosse.labradorsports.com/play?l=7uAoOTuyKbx00pC6bWeA,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7uAoOTuyKbx00pC6bWeA"" style=""max-width: 100%""></iframe>"
33,Zone Offense,Beat Your Man and Score,https://lacrosse.labradorsports.com/play?l=pebZk3u3godXbODcQu8X,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=pebZk3u3godXbODcQu8X"" style=""max-width: 100%""></iframe>"
33,Zone Offense,Beat Your Man and Score,https://lacrosse.labradorsports.com/play?l=Sj7GciL2g8os6OXabnj4,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Sj7GciL2g8os6OXabnj4"" style=""max-width: 100%""></iframe>"
33,Zone Offense,Beat Your Man and Score,https://lacrosse.labradorsports.com/play?l=lELjREDjwCxpxLt6dPp0,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=lELjREDjwCxpxLt6dPp0"" style=""max-width: 100%""></iframe>"
186,2 Man Ideas,Big Little Picks,,,
36,Man Down,Box and 1,https://lacrosse.labradorsports.com/play?l=Q40x0jouEmpVabrpItPF,Backside players must spider in to cover the second crease player.  If they pop off the crease -  we should try to show and rotate if we need to.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Q40x0jouEmpVabrpItPF"" style=""max-width: 100%""></iframe>"
36,Man Down,Box and 1,https://lacrosse.labradorsports.com/play?l=y1O5u4347ymZ71DPlIIt,Players must be ready to account for the Player at X when he comes above the goal.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=y1O5u4347ymZ71DPlIIt"" style=""max-width: 100%""></iframe>"
36,Man Down,Box and 1,https://lacrosse.labradorsports.com/play?l=Vho76bAOf57XNvWKumfP,The key here is playing the 3 v 2 up top and rotating if we need to.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Vho76bAOf57XNvWKumfP"" style=""max-width: 100%""></iframe>"
36,Man Down,Box and 1,https://lacrosse.labradorsports.com/play?l=jieV7cOJqHSWUvwWUcc4,The key is slow playing to keep zones and play to verse three up top and rotating fast if we need to.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=jieV7cOJqHSWUvwWUcc4"" style=""max-width: 100%""></iframe>"
37,Man Down,Box and Surprise Lock,https://lacrosse.labradorsports.com/play?l=k28GcSJYD6iltLAJnxk9,The key is spidering in Backside,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=k28GcSJYD6iltLAJnxk9"" style=""max-width: 100%""></iframe>"
37,Man Down,Box and Surprise Lock,https://lacrosse.labradorsports.com/play?l=5wV6xbmIFDRtt6QS0VCa,Once the offense rotates out of the 2-2-2 because of the lock and the back side will have to spider into the crease.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=5wV6xbmIFDRtt6QS0VCa"" style=""max-width: 100%""></iframe>"
37,Man Down,Box and Surprise Lock,https://lacrosse.labradorsports.com/play?l=tmeQjACKGLtzNhTpdIE2,Players must be ready to account for the Player at X and spider in to cover the crease once  he comes above the goal.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tmeQjACKGLtzNhTpdIE2"" style=""max-width: 100%""></iframe>"
38,Box,Box Lacrosse Transition and Subbing,,,
39,Box,Box Man Up Play - Double Picks,,,
150,Offense,Box Offense,https://lacrosse.labradorsports.com/play?l=iIPQnliypCjGql0X3PsY,The Weave and Mumbo Box Lacrosse Offense is a simple motion offense based on the Duke Fade and Follow Offense. It’s easy for players to remember and creates a ton of great shooting opportunities!,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=iIPQnliypCjGql0X3PsY"" style=""max-width: 100%""></iframe>"
,Offense,Box Offense,https://lacrosse.labradorsports.com/play?l=2fEWwUfllMLfDqcNIadS,This simple offense combines 4 separate picks to run consistently and consecutively. It frustrates defenses by making them make decisions constantly and allows players to play fast within a structured offense that has a plethora of looks and playmaking opportunities.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=2fEWwUfllMLfDqcNIadS"" style=""max-width: 100%""></iframe>"
159,Zone Offense - Set Plays,Bull Dog Set Play,https://lacrosse.labradorsports.com/play?l=RqgOOtLHdHlqxg8Oei2u,This is a play in the 1-4–1 carry step off offense.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=RqgOOtLHdHlqxg8Oei2u"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Butterfly,https://lacrosse.labradorsports.com/play?l=FWp9cNDQikBwkAWp93VY,This is a simple pick or dodging play that should free up an player slipping to the cage.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=FWp9cNDQikBwkAWp93VY"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Carolina Alley to Sweep,https://lacrosse.labradorsports.com/play?l=CRYN6Ge79mNEUXgVlGMG,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=CRYN6Ge79mNEUXgVlGMG"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Chaos Substitution Trick Play for 2,https://lacrosse.labradorsports.com/play?l=tY8hlne3ZGvvRw6j1Rwr,Trick play run by Chaos for 2 Points vs Archers,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tY8hlne3ZGvvRw6j1Rwr"" style=""max-width: 100%""></iframe>"
19,Clearing,Clearing Strategy,https://lacrosse.labradorsports.com/play?l=tfLiamARiI3HIcrsapxT,Alpha is a term used to describe which player is being guarded by the attackman.  Since most attack men will not cross the midline once we know who is offended by the attachment this player can cross the midline into open space and receive the ball.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tfLiamARiI3HIcrsapxT"" style=""max-width: 100%""></iframe>"
47,Clearing,Clearing Terminology,https://lacrosse.labradorsports.com/play?l=UA3OsOXjZsudAEH8KKr5,Clear vs Ride Base,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=UA3OsOXjZsudAEH8KKr5"" style=""max-width: 100%""></iframe>"
98,Defense,Communication and Responsibilities,https://lacrosse.labradorsports.com/play?l=cuVnOGWsQBjMW1JMTJfl,The players communicate their responsibilities as the ball is passed around the field.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=cuVnOGWsQBjMW1JMTJfl"" style=""max-width: 100%""></iframe>"
98,Defense,Communication and Responsibilities,https://lacrosse.labradorsports.com/play?l=lU1l7evmgX4GXLnbbXZk,The players communicate their responsibilities as the ball is passed around the field.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=lU1l7evmgX4GXLnbbXZk"" style=""max-width: 100%""></iframe>"
98,Defense,Communication and Responsibilities,https://lacrosse.labradorsports.com/play?l=bldKPdyu6MgdMBoKlSEy,The players communicate their responsibilities as the ball is passed around the field.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=bldKPdyu6MgdMBoKlSEy"" style=""max-width: 100%""></iframe>"
,2 Man Ideas,Compress and Explode,https://lacrosse.labradorsports.com/play?l=UwjuhWFe5cy7Y8DvZx8n,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=UwjuhWFe5cy7Y8DvZx8n"" style=""max-width: 100%""></iframe>"
,2 Man Ideas,Compress and Explode,https://lacrosse.labradorsports.com/play?l=qpYsWuutqTOm16PrwNNu,Layers refers to sections of the field moving from ball side to backside. The more layers we can actively playing in the more advanced our offense will be.  More Layers = Faster play.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qpYsWuutqTOm16PrwNNu"" style=""max-width: 100%""></iframe>"
50,Offense - Set Plays,Conshu Set Play,https://lacrosse.labradorsports.com/play?l=UMSA6AydfhwS0GkkQzZY,Conshu is a set play based on clearing a skip lane to the backside by bringing the usual defender into a 2 man scenario with the ball carrier.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=UMSA6AydfhwS0GkkQzZY"" style=""max-width: 100%""></iframe>"
98,Defense,Crease Slide and Recovery,https://lacrosse.labradorsports.com/play?l=oiZgCVqH6dZNQZHn6syC,Near Man Slide and Recovery - If a defensive player comes between the crease slide and the ball carrier -  they are now the slide and the crease must pick up that man.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=oiZgCVqH6dZNQZHn6syC"" style=""max-width: 100%""></iframe>"
98,Defense,Crease Slide Package,https://lacrosse.labradorsports.com/play?l=wbF15sy2Pr8GQMOilnV9,Crease Slide and Recovery Example,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wbF15sy2Pr8GQMOilnV9"" style=""max-width: 100%""></iframe>"
51,Defense,Crease Slide Package,,,
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=gOgB4zf2ZMpVHuiF6J8w,This is the Cuse Motion Offense,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=gOgB4zf2ZMpVHuiF6J8w"" style=""max-width: 100%""></iframe>"
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=0Wd1yivtwRHTQhIDwoDW,This is the Cuse Motion Offense,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0Wd1yivtwRHTQhIDwoDW"" style=""max-width: 100%""></iframe>"
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=AWbweqOYPces1BuyTL6y,This is the Cuse Motion Offense,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=AWbweqOYPces1BuyTL6y"" style=""max-width: 100%""></iframe>"
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=liLq69y3KNixoFh9Cf5U,"This is the Cuse Motion Offense with a pick behind after the first pass.

The attack men want to switch sides so they can work to their strong hands in the two-man game.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=liLq69y3KNixoFh9Cf5U"" style=""max-width: 100%""></iframe>"
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=z63nGk2lFpI3QU22hVlY,This is the Cuse Motion Offense,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=z63nGk2lFpI3QU22hVlY"" style=""max-width: 100%""></iframe>"
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=8czW8l5gY97TeBH87gzJ,This is the Cuse Motion Offense,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=8czW8l5gY97TeBH87gzJ"" style=""max-width: 100%""></iframe>"
52,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=EwMMgcmNXJk1ni0tfmuq,This is the Cuse Motion Offense - The backside player will cut the middle.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=EwMMgcmNXJk1ni0tfmuq"" style=""max-width: 100%""></iframe>"
