ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",Featured,URL,_mepr_rules_type,_mepr_rules_content,_is_mepr_rules_content_regexp,_mepr_rules_drip_enabled,_mepr_rules_drip_amount,_mepr_rules_drip_unit,_mepr_rules_drip_after_fixed,_mepr_rules_drip_after,_mepr_rules_expires_enabled,_mepr_rules_expires_amount,_mepr_rules_expires_unit,_mepr_rules_expires_after,_mepr_rules_expires_after_fixed,_mepr_rules_unauth_excerpt_type,_mepr_rules_unauth_excerpt_size,_mepr_rules_unauth_message_type,_mepr_rules_unath_message,_mepr_rules_unath_login,_mepr_auto_gen_title,_mepr_rules_unath_modern_paywall,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
36576,"Partial: Noblesville POSA",,,"2025-03-04 05:00:47",memberpressrule,https://powlax.com/?memberpressrule=partial-noblesville-posa,,,,,,,,partial,,,,0,days,,registers,,0,days,registers,,default,100,default,,default,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,partial-noblesville-posa,,,0,0,0,closed,closed,"2025-03-07 19:28:06"
36781,"Partial: Dunwoody Jr. Wildcats Lacrosse",,,"2025-03-05 05:26:08",memberpressrule,https://powlax.com/?memberpressrule=partial-dunwoody-jr-wildcats-lacrosse,,,,,,,,partial,,,,0,days,,registers,,0,days,registers,,default,100,default,,default,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,partial-dunwoody-jr-wildcats-lacrosse,,,0,0,0,closed,closed,"2025-03-05 05:26:08"
36782,"Partial: RED HAWKS LACROSSE",,,"2025-03-05 05:26:35",memberpressrule,https://powlax.com/?memberpressrule=partial-red-hawks-lacrosse,,,,,,,,partial,,,,0,days,,registers,,0,days,registers,,default,100,default,,default,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,partial-red-hawks-lacrosse,,,0,0,0,closed,closed,"2025-03-05 05:26:35"
36879,"Partial: Bishop Fenwick",,,"2025-03-06 06:24:49",memberpressrule,https://powlax.com/?memberpressrule=partial-bishop-fenwick,,,,,,,,partial,,,,0,days,,registers,,0,days,registers,,default,100,default,,default,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,partial-bishop-fenwick,,,0,0,0,closed,closed,"2025-03-06 06:24:49"
36984,"Partial: Coaches Only Partial",,,"2025-03-07 17:39:13",memberpressrule,https://powlax.com/?memberpressrule=partial-3,,,,,,,,partial,,,,0,days,,registers,,0,days,registers,,default,100,default,,default,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,partial-3,,,0,0,0,closed,closed,"2025-03-07 19:57:13"
37073,"Partial: Fast Start Lacrosse",,,"2025-03-10 03:55:48",memberpressrule,https://powlax.com/?memberpressrule=partial-fast-start-lacrosse,,,,,,,,partial,,,,0,days,,registers,,0,days,registers,,default,100,default,,default,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,partial-fast-start-lacrosse,,,0,0,0,closed,closed,"2025-03-10 05:55:37"
37337,"Partial: Winchester Thurston Bears",,,"2025-03-16 04:14:57",memberpressrule,https://powlax.com/?memberpressrule=partial-winchester-thurston-bears,,,,,,,,partial,,,,0,days,,registers,,0,days,registers,,default,100,default,,default,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,partial-winchester-thurston-bears,,,0,0,0,closed,closed,"2025-03-16 04:14:57"
37360,"Dripping Springs 5/6",,,"2025-04-01 15:58:11",memberpressrule,https://powlax.com/?memberpressrule=dripping-springs-5-6,,,,,,,,partial,,,,0,days,,registers,,0,days,registers,,default,100,default,,default,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,dripping-springs-5-6,,,0,0,0,closed,closed,"2025-04-01 15:58:11"
37361,"Dripping Springs 3/4",,,"2025-04-01 16:00:20",memberpressrule,https://powlax.com/?memberpressrule=dripping-springs-3-4,,,,,,,,partial,,,,0,days,,registers,,0,days,registers,,default,100,default,,default,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,dripping-springs-3-4,,,0,0,0,closed,closed,"2025-04-01 16:00:20"
37374,"Free Online Skills Academy",,,"2025-04-01 18:17:31",memberpressrule,https://powlax.com/?memberpressrule=partial-4,,,,,,,,partial,,,,0,days,,registers,,0,days,registers,,default,100,default,,default,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,partial-4,,,0,0,0,closed,closed,"2025-04-27 23:16:40"
41978,"Files with File Tag: ComboPacks",,,"2025-05-24 22:15:18",memberpressrule,https://powlax.com/?memberpressrule=a-single-file-powlax-parent-sideline-pack-template-emails,,,,,,,,tax_mpdl-file-tags||cpt_mpdl-file,575,,,0,days,,registers,,0,days,registers,,default,100,default,,default,1,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,a-single-file-powlax-parent-sideline-pack-template-emails,,,0,0,0,closed,closed,"2025-06-09 04:00:17"
43039,"Partial: Coaches Only",,,"2025-06-09 03:56:27",memberpressrule,https://powlax.com/?memberpressrule=partial-coaches-only,,,,,,,,partial,,,,0,days,,registers,,0,days,registers,,default,100,default,,default,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,partial-coaches-only,,,0,0,0,closed,closed,"2025-06-09 03:56:27"
46031,"A Single Page: Practice Planner",,,"2025-06-24 04:16:59",memberpressrule,https://powlax.com/?memberpressrule=a-single-page-practice-planner,,,,,,,,single_page,46028,,,0,days,,registers,,0,days,registers,,default,100,default,,default,1,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,a-single-page-practice-planner,,,0,0,0,closed,closed,"2025-06-24 04:16:59"
