name,drill_game_states,drill_category,Vimeo URL,tags,Lacrosse Lab URL 1,Lacrosse Lab URL 2,Lacrosse Lab URL 3,Lacrosse Lab URL 4,Lacrosse Lab URL 5
Slugger Drill (Hofstra),"pp-offensive-transition,pp-transition-defense,RD,pp-clearing",Team Drills,,Offense - Defense - Advanced - Transition - Read-and-React - Whole Unit (8+),https://lacrosse.labradorsports.com/play?l=Adc957GgswYCf7KkvKPh,,,,
Small Space 1v1’s for Zone Offense,"pp-settled-offense,pp-settled-defense",1v1 Drills,,Offense - Defense - Intermediate - Read-and-React - Small Group (2-8) - Whole Unit (8+),https://lacrosse.labradorsports.com/play?l=wtrvHGUj9epECgeOjWOm,,,,
Spike Stickwork and Passing,"pp-settled-offense,pp-offensive-transition",Skill Drills,https://vimeo.com/1078533886,Intermediate - Stick-Work - Whole Unit (8+),https://lacrosse.labradorsports.com/play?l=le3zzhE37EVLp2kfm2uO,https://lacrosse.labradorsports.com/play?l=Dds5renymVgxGen6u4xO,https://lacrosse.labradorsports.com/play?l=qrp0ZdyBfemPkhFuoliQ,,
Square 1v1's,"pp-settled-offense,pp-settled-defense",1v1 Drills,,,https://lacrosse.labradorsports.com/play?l=adAtpuM4cuRaROeQOQlV,,,,
Square Throw Back Drill,"pp-settled-offense,pp-offensive-transition,pp-clearing",Skill Drills,,Intermediate - Stick-Work - Small Group (2-8),https://lacrosse.labradorsports.com/play?l=kSu5quULmgy6Nd7G3oNT,,,,
Stair Approaches,"pp-settled-defense,pp-transition-defense,RD",Skill Drills,,Defense - Beginner - Intermediate - Individual (1),https://lacrosse.labradorsports.com/play?l=1k353UKAsVNMK8PIjIBk,,,,
Star Drill,"pp-settled-offense,pp-offensive-transition,pp-clearing",Skill Drills,https://vimeo.com/1092030965,,https://lacrosse.labradorsports.com/play?l=qrp0ZdyBfemPkhFuoliQ,,,,
Static 4v3’s,"pp-offensive-transition,pp-transition-defense",Team Drills,,Offense - Defense - Beginner - Intermediate - Advanced - React-and-React - Whole Unit (8+),https://lacrosse.labradorsports.com/play?l=jF0DWQxfoz5znHD8saY1,,,,
Steal The Bacon,"pp-offensive-transition,pp-transition-defense",Team Drills,,Beginner - Whole Unit (8+),https://lacrosse.labradorsports.com/play?l=qw0jCjgnyaFq2KO7wCHI,,,,
The Best Game Ever,"pp-offensive-transition,pp-transition-defense,pp-clearing",Team Drills,,Intermediate - Transition - Whole Unit (8+),https://lacrosse.labradorsports.com/play?l=0zvSfaocyfDARpL34ExX,,,,
Triangle Approach Drill,"pp-settled-defense,pp-transition-defense,RD",Skill Drills,https://vimeo.com/1092030895,Beginner - Defense - React-and-React - Small Group (2-8),https://lacrosse.labradorsports.com/play?l=gGKBrlpMpy84Q2fZO1Ed,,,,
Triangle Show Drill,pp-settled-defense,Concept Drills ,https://vimeo.com/180762665,Beginner - Intermediate - React-and-React - Small Group (2-8) - Whole Unit (8+),https://lacrosse.labradorsports.com/play?l=Ki2Gg5GHLYj8dW4g6YS5,https://lacrosse.labradorsports.com/play?l=Ki2Gg5GHLYj8dW4g6YS5,,,
UNC Dog Drill 5v4's,"pp-offensive-transition,pp-transition-defense",Team Drills,,Advanced - Transition - Whole Unit (8+),https://lacrosse.labradorsports.com/play?l=44uSUkTCMbkP4QGSYTwF,,,,
Umbrella Approaches,pp-settled-defense,Skill Drills,,Individual (1) - Beginner,https://lacrosse.labradorsports.com/play?l=hzCKf8WIZlVjHis2apHE,,,,
Uneven Half Field Build Up,"pp-offensive-transition,pp-transition-defense",Team Drills,,,https://lacrosse.labradorsports.com/play?l=TkNFP6E1VfPlFB9X3CFX,,,,
Up and Out Clear Passing,pp-clearing,Skill Drills,,Clear - Beginner - Stick-Work - Small Group (2-8),https://lacrosse.labradorsports.com/play?l=k080GNdfmfwcDgTyTTdA,,,,
West Genny,"pp-offensive-transition,pp-transition-defense",Team Drills,https://vimeo.com/1092030446,Intermediate - Advanced - Transition - React-and-React - Whole Unit (8+),https://lacrosse.labradorsports.com/play?l=uNzw08qn8R2dA4Q5Lz7u,https://lacrosse.labradorsports.com/play?l=qIUtwJEYPT3Dljx5mJbz,https://lacrosse.labradorsports.com/play?l=aOoybXTEPqZNuxXYdKIQ,https://lacrosse.labradorsports.com/play?l=aOoybXTEPqZNuxXYdKIQ,
Wind Up 1v1's,"pp-settled-offense,pp-settled-defense",1v1 Drills,https://vimeo.com/1092030158,,https://lacrosse.labradorsports.com/play?l=5nPwa92wVcTKWlvEBkb9,,,,
