ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",Featured,URL,"Drill Types",_drill_category,_drill_duration,_drill_video_url,_drill_notes,_mepr_unauthorized_message_type,_mepr_unauthorized_message,_mepr_unauth_login,_mepr_unauth_excerpt_type,_mepr_unauth_excerpt_size,_learndash_course_grid_short_description,_powlax_drill,_learndash_course_grid_duration,_learndash_course_grid_enable_video_preview,_learndash_course_grid_video_embed_code,_learndash_course_grid_custom_button_text,_learndash_course_grid_custom_ribbon_text,_drill_lab_url_new,_drill_lab_embed,_drill_custom_url,_drill_images,_elementor_page_assets,_drill_lab_url,_drill_game_states,_drill_lab_url_1,_drill_lab_url_2,_drill_lab_url_3,_drill_lab_url_4,_drill_lab_embeds,_drill_lab_url_5,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
48722,"1v1 1st Time GB to Roll Away",,,"2025-07-30 09:10:27",powlax_drill,https://powlax.com/powlax_drill/1v1-1st-time-gb-to-roll-away/,,,,,,,,,"1v1 Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=WnuKsb5f4wHRtnRwiMhI"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=WnuKsb5f4wHRtnRwiMhI,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=WnuKsb5f4wHRtnRwiMhI"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,1v1-1st-time-gb-to-roll-away,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48723,"1v1 GB Give and Go to Dodge",,,"2025-07-30 09:10:27",powlax_drill,https://powlax.com/powlax_drill/1v1-gb-give-and-go-to-dodge/,,,,,,,,,"1v1 Drills",,https://vimeo.com/1092018543,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=4miRP41KI866vbnRGeI0"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=4miRP41KI866vbnRGeI0,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=4miRP41KI866vbnRGeI0"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,1v1-gb-give-and-go-to-dodge,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48724,"1v1+1 Defending and Sliding Drill",,,"2025-07-30 09:10:27",powlax_drill,https://powlax.com/powlax_drill/1v11-defending-and-sliding-drill/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GhVH0gwbhqjZ2svHmzZ4"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=GhVH0gwbhqjZ2svHmzZ4,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GhVH0gwbhqjZ2svHmzZ4"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,1v11-defending-and-sliding-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48725,"1v1+1 Defending and Sliding Drill .",,,"2025-07-30 09:10:27",powlax_drill,https://powlax.com/powlax_drill/1v11-defending-and-sliding-drill-2/,,,,,,,,,"1v1 Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wQaFr1lHTFMABKgXPrbX"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=wQaFr1lHTFMABKgXPrbX,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wQaFr1lHTFMABKgXPrbX"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,1v11-defending-and-sliding-drill-2,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48726,"1v1+2 Defending and Sliding Drill",,,"2025-07-30 09:10:27",powlax_drill,https://powlax.com/powlax_drill/1v12-defending-and-sliding-drill/,,,,,,,,,"1v1 Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=UAhTmAiaZvtFdd5xcbqH"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=UAhTmAiaZvtFdd5xcbqH,https://lacrosse.labradorsports.com/play?l=pz5dg4vhDA1r9dO2b2yY,,,"a:2:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=UAhTmAiaZvtFdd5xcbqH"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=pz5dg4vhDA1r9dO2b2yY"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,1v12-defending-and-sliding-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48727,"2 Ball Reaction Drill to GB and Outlet",,,"2025-07-30 09:10:27",powlax_drill,https://powlax.com/powlax_drill/2-ball-reaction-drill-to-gb-and-outlet/,,,,,,,,,"Skill Drills",,https://vimeo.com/1092018517,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fKh8RD1UDh0NlgpEWt17"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-defense"";i:1;s:21:""pp-transition-defense"";i:3;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=fKh8RD1UDh0NlgpEWt17,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fKh8RD1UDh0NlgpEWt17"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,2-ball-reaction-drill-to-gb-and-outlet,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48728,"2v1 Scrapping",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/2v1-scrapping/,,,,,,,,,"Team Drills",,https://vimeo.com/1078459006,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=f17y2uQqW4fdws6ThdKq"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";i:3;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=f17y2uQqW4fdws6ThdKq,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=f17y2uQqW4fdws6ThdKq"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,2v1-scrapping,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48729,2v2,,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/2v2/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0DzWL8THAnYT0ttXvsL3"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=0DzWL8THAnYT0ttXvsL3,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0DzWL8THAnYT0ttXvsL3"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,2v2,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48730,"2v2s +1 to 4v3s",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/2v2s-1-to-4v3s/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=asjWzxi1g0mxkp0w79XA"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=asjWzxi1g0mxkp0w79XA,https://lacrosse.labradorsports.com/play?l=nBzhq9FYTos2Jf05M2vR,,,"a:2:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=asjWzxi1g0mxkp0w79XA"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=nBzhq9FYTos2Jf05M2vR"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,2v2s-1-to-4v3s,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48731,"3v2 Ground Balls",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/3v2-ground-balls/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=6deLyfPzM3hSAqhfXzQm"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:14:""pp-ground-ball"";}",https://lacrosse.labradorsports.com/play?l=6deLyfPzM3hSAqhfXzQm,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=6deLyfPzM3hSAqhfXzQm"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,3v2-ground-balls,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48732,"3v2 Lunchpail",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/3v2-lunchpail/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=e2mKA3tnheiiiu5zPNQa"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=e2mKA3tnheiiiu5zPNQa,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=e2mKA3tnheiiiu5zPNQa"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,3v2-lunchpail,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48733,"3v2 Scrapping",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/3v2-scrapping/,,,,,,,,,"Team Drills",,https://vimeo.com/1078459006,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=jez9Lsc5NN2rwUXYGJsR"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";i:3;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=jez9Lsc5NN2rwUXYGJsR,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=jez9Lsc5NN2rwUXYGJsR"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,3v2-scrapping,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48734,"3v2 to 4v3 Continuous",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/3v2-to-4v3-continuous/,,,,,,,,,"Team Drills",,https://vimeo.com/1078452085,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ASGwO5HUIQRWEIJ2dprn"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=ASGwO5HUIQRWEIJ2dprn,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ASGwO5HUIQRWEIJ2dprn"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,3v2-to-4v3-continuous,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48735,3v2s,,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/3v2s/,,,,,,,,,"Team Drills",,https://vimeo.com/179845605,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=uwlvLP8zraDtdx7GnMGm"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=uwlvLP8zraDtdx7GnMGm,https://lacrosse.labradorsports.com/play?l=AYOhavPB0640chCx0QEH,https://lacrosse.labradorsports.com/play?l=tw739dKchiRgIE4BXBZ3,https://lacrosse.labradorsports.com/play?l=E35k28XtLOHoNcOHNJZ7,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=uwlvLP8zraDtdx7GnMGm"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,3v2s,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48736,3v3s,,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/3v3s/,,,,,,,,,"Team Drills",,https://vimeo.com/179845605,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=14cDQJxHtupw3GF2FTRY"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=14cDQJxHtupw3GF2FTRY,https://lacrosse.labradorsports.com/play?l=JiIhzyBhHl716520fRXS,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=14cDQJxHtupw3GF2FTRY"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,3v3s,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48737,"4 Corner Long Passes",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/4-corner-long-passes/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OnGLJNDUxqUbvvmjHo8R"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=OnGLJNDUxqUbvvmjHo8R,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OnGLJNDUxqUbvvmjHo8R"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,4-corner-long-passes,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48738,"4 Corner Passing",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/4-corner-passing/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qrp0ZdyBfemPkhFuoliQ"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";}",https://lacrosse.labradorsports.com/play?l=qrp0ZdyBfemPkhFuoliQ,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qrp0ZdyBfemPkhFuoliQ"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,4-corner-passing,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48739,"4 Corner SeaWolves",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/4-corner-seawolves/,,,,,,,,,"Team Drills",,https://vimeo.com/1081204916,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=zWhBo8QYgfDEXNFMb2eT"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=zWhBo8QYgfDEXNFMb2eT,https://lacrosse.labradorsports.com/play?l=BFVauhm14LTXiST2gL5d,https://lacrosse.labradorsports.com/play?l=sNulLZzzrmITfDk5Q8EH,,"a:3:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=zWhBo8QYgfDEXNFMb2eT"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=BFVauhm14LTXiST2gL5d"" style=""max-width: 100%""></iframe>"";i:2;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=sNulLZzzrmITfDk5Q8EH"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,4-corner-seawolves,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48740,"4 Corner Show and Slide",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/4-corner-show-and-slide/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Fega5gnF11M0vnA98TQV"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=Fega5gnF11M0vnA98TQV,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Fega5gnF11M0vnA98TQV"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,4-corner-show-and-slide,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48741,"4 Man Ping Pong Passing (Inside Keeps)",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/4-man-ping-pong-passing-inside-keeps/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=01fP8HUVbKSR29hBijsK"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=01fP8HUVbKSR29hBijsK,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=01fP8HUVbKSR29hBijsK"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,4-man-ping-pong-passing-inside-keeps,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48742,"4 Man Ping Pong Passing (Outside Keeps)",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/4-man-ping-pong-passing-outside-keeps/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=kyqOaM2cb3Ipr3hA39ev"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=kyqOaM2cb3Ipr3hA39ev,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=kyqOaM2cb3Ipr3hA39ev"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,4-man-ping-pong-passing-outside-keeps,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48743,"4v Build Up Keep Away",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/4v-build-up-keep-away/,,,,,,,,,"Live Play",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dgDsfFThoRrew8EydUwV"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:5:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:21:""pp-transition-defense"";i:3;s:18:""pp-settled-defense"";i:5;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=dgDsfFThoRrew8EydUwV,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dgDsfFThoRrew8EydUwV"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,4v-build-up-keep-away,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48744,"4v3 Scrapping",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/4v3-scrapping/,,,,,,,,,"Team Drills",,https://vimeo.com/1078459006,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=nSNTvAjmfzLPR0052Td0"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";i:3;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=nSNTvAjmfzLPR0052Td0,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=nSNTvAjmfzLPR0052Td0"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,4v3-scrapping,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48745,"4v3s 2 Man",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/4v3s-2-man/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GjYhnRw0K0IdXyx4a9ba"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=GjYhnRw0K0IdXyx4a9ba,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GjYhnRw0K0IdXyx4a9ba"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,4v3s-2-man,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48746,"4v4 2 Way Mid Game Subbing Work",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/4v4-2-way-mid-game-subbing-work/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=sElTvs8Xd3goY7sctfxd"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:11:""pp-clearing"";i:2;s:23:""pp-offensive-transition"";i:3;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=sElTvs8Xd3goY7sctfxd,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=sElTvs8Xd3goY7sctfxd"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,4v4-2-way-mid-game-subbing-work,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48747,"4v4 Transition Drill",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/4v4-transition-drill/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=4KL1bcepQgaqD9f9ApF8"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:4:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";i:2;s:18:""pp-settled-offense"";i:3;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=4KL1bcepQgaqD9f9ApF8,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=4KL1bcepQgaqD9f9ApF8"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,4v4-transition-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48748,"5v4 Brady Drill",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/5v4-brady-drill/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Y1dynT3DYDczt0eHoFxK"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";i:3;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=Y1dynT3DYDczt0eHoFxK,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Y1dynT3DYDczt0eHoFxK"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,5v4-brady-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
48749,"5v4 Continuous Keep Away",,,"2025-07-30 09:10:28",powlax_drill,https://powlax.com/powlax_drill/5v4-continuous-keep-away/,,,,,,,,,"Live Play",,https://vimeo.com/1081201100,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=2wzHQvH0dGmME0hPAVHa"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:5:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:21:""pp-transition-defense"";i:3;s:18:""pp-settled-defense"";i:5;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=2wzHQvH0dGmME0hPAVHa,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=2wzHQvH0dGmME0hPAVHa"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,5v4-continuous-keep-away,,,0,0,0,closed,closed,"2025-07-30 09:10:51"
