ID,Title,Content,Positions,"Academy Single Drills","Academy Drill Equipment","Players See & Do The Skills","Coach the Skills","Players Own the Skills","Space Needed",Complexity,"Sets and Reps","Drill Length in Minutes","Quiz / Workout Categories","Quiz / Workout Tags"
26001,"Shooting Wall Ball Workout - 18 Minutes",,,,,,,,,,,,"Lacrosse Player Points>18 Lax Credits|Bullet Snatcher|Workout Length>Long Workout|Wall Ball Drills>Wall - Shooting|Wall Ball 18",Skills-Academy
26003,"Long Pole Skills Wall Ball Workout - 17 Minutes",,,,,,,,,,,,"Lacrosse Player Points>17 Lax Credits|Long Pole Lizard|Workout Length>Long Workout|Wall Ball Drills>Wall - Long Pole|Wall Ball 17",Skills-Academy
26005,"Long Pole Skills Wall Ball Workout - 10 Minutes",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Long Pole Lizard|Wall Ball Drills>Wall - Long Pole|Wall Ball 10",Skills-Academy
26007,"Long Pole Skills Wall Ball Workout - 05 Minutes",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Long Pole Lizard|Wall Ball Drills>Wall - Long Pole|Wall Ball 5",Skills-Academy
26009,"Catch Everything Wall Ball Workout - 14 Minutes",,,,,,,,,,,,"Lacrosse Player Points>14 Lax Credits|Workout Length>Long Workout|Wall Ball Drills>Wall - Catch Everything|Wall Ball 14|Wall Ball Hawk",Skills-Academy
26011,"Catch Everything Wall Ball Workout - 10 Minutes",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Wall Ball Drills>Wall - Catch Everything|Wall Ball 10|Wall Ball Hawk",Skills-Academy
26013,"Catch Everything Wall Ball Workout - 05 Minutes",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Wall Ball Drills>Wall - Catch Everything|Wall Ball 5|Wall Ball Hawk",Skills-Academy
26015,"Advanced Fun and Challenging Wall Ball Workout - 18 Minutes",,,,,,,,,,,,"Lacrosse Player Points>18 Lax Credits|Fully Fancy Freddy|Workout Length>Long Workout|Wall Ball 18",Skills-Academy
26018,"Advanced Fun and Challenging Wall Ball Workout - 10 Minutes",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Fully Fancy Freddy|Wall Ball 10",Skills-Academy
26020,"Advanced Fun and Challenging Wall Ball Workout - 05 Minutes",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Fully Fancy Freddy|Wall Ball 5",Skills-Academy
26025,"Master Fundamentals Wall Ball Routine (No Coaching) - 05 Minutes",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Foundation Ace|Wall Ball 5",Skills-Academy
26027,"Master Fundamentals Wall Ball Workout (No Coaching) - 10 Minutes",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Foundation Ace|Wall Ball 10",Skills-Academy
26029,"Master Fundamentals Wall Ball Workout (No Coaching) - 17 Minutes",,,,,,,,,,,,"Lacrosse Player Points>17 Lax Credits|Foundation Ace|Workout Length>Long Workout|Wall Ball 17",Skills-Academy
26031,"Dodging Wall Ball Workout (No Coaching) - 05 Minutes",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Dominant Dodger|Wall Ball Drills>Wall - Dodging|Wall Ball 5",Skills-Academy
26036,"Dodging Wall Ball Workout (No Coaching) - 10 Minutes",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Dominant Dodger|Wall Ball Drills>Wall - Dodging|Wall Ball 10",Skills-Academy
26038,"Dodging Wall Ball Workout (No Coaching) - 16 Minutes",,,,,,,,,,,,"Lacrosse Player Points>16 Lax Credits|Dominant Dodger|Workout Length>Long Workout|Wall Ball Drills>Wall - Dodging|Wall Ball 16",Skills-Academy
26040,"Conditioning Wall Ball Workout (No Coaching) - 05 Minutes",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Stamina Star|Wall Ball Drills>Wall - Conditioning|Wall Ball 5",Skills-Academy
26045,"Conditioning Wall Ball Workout (No Coaching) - 10 Minutes",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Stamina Star|Wall Ball Drills>Wall - Conditioning|Wall Ball 10",Skills-Academy
26048,"Conditioning Wall Ball Workout (No Coaching) - 14 Minutes",,,,,,,,,,,,"Lacrosse Player Points>14 Lax Credits|Workout Length>Long Workout|Stamina Star|Wall Ball Drills>Wall - Conditioning|Wall Ball 14",Skills-Academy
26050,"Faking and Inside Finishing Wall Ball Workout (No Coaching) - 15 Minutes",,,,,,,,,,,,"Finishing Phenom|Workout Length>Long Workout|Wall Ball Drills>Wall - Inside Finishing|Wall Ball 15",Skills-Academy
26052,"Faking and Inside Finishing Wall Ball Workout (No Coaching) - 10 Minutes",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Finishing Phenom|Wall Ball Drills>Wall - Inside Finishing|Wall Ball 10",Skills-Academy
26054,"Faking and Inside Finishing Wall Ball Workout (No Coaching) - 05 Minutes",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Finishing Phenom|Wall Ball Drills>Wall - Inside Finishing|Wall Ball 5",Skills-Academy
26056,"Shooting Wall Ball Workout (No Coaching) - 05 Minutes",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Bullet Snatcher|Wall Ball Drills>Wall - Shooting|Wall Ball 5",Skills-Academy
26061,Quiz,,,,,,,,,,,,,Skills-Academy
26063,"Shooting Wall Ball Workout (No Coaching) - 10 Minutes",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Bullet Snatcher|Wall Ball Drills>Wall - Shooting|Wall Ball 10",Skills-Academy
26065,"Shooting Wall Ball Workout (No Coaching) - 18 Minutes",,,,,,,,,,,,"Lacrosse Player Points>16 Lax Credits|Bullet Snatcher|Workout Length>Long Workout|Wall Ball Drills>Wall - Shooting|Wall Ball 16",Skills-Academy
26068,"Long Pole Skills Wall Ball Workout (No Coaching) - 17 Minutes",,,,,,,,,,,,"Lacrosse Player Points>17 Lax Credits|Long Pole Lizard|Workout Length>Long Workout|Wall Ball Drills>Wall - Long Pole|Wall Ball 17",Skills-Academy
26070,"Long Pole Skills Wall Ball Workout (No Coaching) - 10 Minutes",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Long Pole Lizard|Wall Ball Drills>Wall - Long Pole|Wall Ball 10",Skills-Academy
26072,"Long Pole Skills Wall Ball Workout (No Coaching) - 05 Minutes",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Long Pole Lizard|Wall Ball Drills>Wall - Long Pole|Wall Ball 5",Skills-Academy
26076,"Catch Everything Wall Ball Workout (No Coaching) - 14 Minutes",,,,,,,,,,,,"Lacrosse Player Points>14 Lax Credits|Workout Length>Long Workout|Wall Ball Drills>Wall - Catch Everything|Wall Ball 14|Wall Ball Hawk",Skills-Academy
26078,"Catch Everything Wall Ball Workout (No Coaching) - 10 Minutes",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Wall Ball Drills>Wall - Catch Everything|Wall Ball 10|Wall Ball Hawk",Skills-Academy
26080,"Catch Everything Wall Ball Workout (No Coaching) - 05 Minutes",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Wall Ball 5|Wall Ball Hawk|Wall Catch Everything",Skills-Academy
26082,"Advanced Fun and Challenging Wall Ball Workout (No Coaching) - 18 Minutes",,,,,,,,,,,,"Lacrosse Player Points>18 Lax Credits|Fully Fancy Freddy|Workout Length>Long Workout|Wall Ball 18",Skills-Academy
26084,"Advanced Fun and Challenging Wall Ball Workout (No Coaching) - 10 Minutes",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Fully Fancy Freddy|Wall Ball 10",Skills-Academy
26086,"Advanced Fun and Challenging Wall Ball Workout (No Coaching) - 05 Minutes",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Fully Fancy Freddy|Wall Ball 5",Skills-Academy
26407,"Attack Establishment of Technique - A1 - 5 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Attack Drills>Attack 5",Skills-Academy
26410,"Establishment of Technique - A1 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Attack 10",Skills-Academy
26412,"Establishment of Technique - A1 - 14 Drills","<!-- wp:paragraph -->
<p>Earn Attack Tokens and Lax Credits for completing Attack Based Workouts!  </p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Workout Length>14 Drill Workout|Lacrosse Player Points>14 Lax Credits|Attack Drills>Attack 14|Workout Length>Long Workout",Skills-Academy
26437,"A1 - Base Quiz",,,,,,,,,,,,"Attack Drills|Lacrosse Player Points",Skills-Academy
26599,"Self-Guided Wall Ball Workout - 05 Minutes","<!-- wp:paragraph -->
<p>Log your self-guided wall ball workout to earn 5 Flex Points and track your progress!</p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points>Flex Points 5|Independent Improver",Skills-Academy-Flex
26606,"Self-Guided Wall Ball Workout - 10 Minutes","<!-- wp:paragraph -->
<p>Log your self-guided wall ball workout to earn 10 Flex Points and track your progress!</p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points 10|Independent Improver",Skills-Academy-Flex
26608,"Self-Guided Wall Ball Workout - 15 Minutes","<!-- wp:paragraph -->
<p>Log your self-guided wall ball workout to earn 15 Flex Points and track your progress!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",,,,,,,,,,,"Flex Points>Flex Points 15|Independent Improver",Skills-Academy-Flex
26694,"M1 - Base Quiz",,,,,,,,,,,,"Lacrosse Player Points|Midfield Drills",Skills-Academy
26697,"Pipe Approaches, Defending at X, Long Passes - D1 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Defensive Drills>Consistent Clear|Defensive Drills>Defense 10",Skills-Academy
26699,"Split Dodge and Shooting on the Run - A2 - 14 Drills",,,,,,,,,,,,"Workout Length>14 Drill Workout|Lacrosse Player Points>14 Lax Credits|Attack Drills>Attack 14|Workout Length>Long Workout|Midfield Drills|Attack Drills>On the Run Rocketeer",Skills-Academy
26704,"Split Dodge and Shooting on the Run - A2 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Attack 10|Attack Drills>On the Run Rocketeer",Skills-Academy
26708,"Finishing From X - Up the Hash - A3 - 15 Drills",,,,,,,,,,,,"Workout Length>15 Drill Workout|Lacrosse Player Points>15 Lax Credits|Attack Drills>Attack 15|Skill Categories>Island Finishing|Attack Drills>Island Isolator|Workout Length>Long Workout",Skills-Academy
26710,"Split Dodge and Shooting on the Run - A2 - 5 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Attack Drills>Attack 5|Attack Drills>On the Run Rocketeer",Skills-Academy
26717,"Finishing From X - Up the Hash - A3 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Attack 10|Skill Categories>Island Finishing",Skills-Academy
26719,"Attack - Finishing From X - Up the Hash - A3 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Attack Drills>Attack 5|Skill Categories>Island Finishing|Attack Drills>Island Isolator",Skills-Academy
26723,"Catching - Faking - Crease Play - A4 - 17 Drills",,,,,,,,,,,,"Workout Length>17 Drill Workout|Lacrosse Player Points>17 Lax Credits|Attack Drills>Attack 17|Attack Drills>Crease Crawler|Workout Length>Long Workout",Skills-Academy
26725,"Catching - Faking - Crease Play - A4 - 5 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Attack Drills>Attack 5|Attack Drills>Crease Crawler",Skills-Academy
26727,"Catching - Faking - Crease Play - A4 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Attack 10|Attack Drills>Crease Crawler",Skills-Academy
26733,"Running A Fast Break - A5 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Attack 10|Attack Drills>Fast Break Finisher",Skills-Academy
26735,"Running A Fast Break - Inside Finishing - A5 - 16 Drills",,,,,,,,,,,,"Lacrosse Player Points>16 Lax Credits|Attack Drills>Attack 16|Attack Drills>Fast Break Finisher|Workout Length>Long Workout",Skills-Academy
26737,"Running A Fast Break - A5 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Attack Drills>Attack 5|Attack Drills>Time and Room Terror",Skills-Academy
26755,"Time and Room Shooting &amp; Wind Up Dodging - A6 - 16 Drills",,,,,,,,,,,,"Workout Length>16 Drill Workout|Lacrosse Player Points>16 Lax Credits|Attack Drills>Attack 16|Workout Length>Long Workout|Attack Drills>Time and Room Terror","Fence Saver|Skills-Academy"
26757,"Time and Room Shooting &amp; Wind Up Dodging - A6 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Attack 10|Attack Drills>Time and Room Terror","Fence Saver|Skills-Academy"
26759,"Time and Room Shooting &amp; Wind Up Dodging - A6 - 5 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Attack Drills>Attack 5|Attack Drills>Time and Room Terror","Ankle Breaker|Ankle Breaker 5|Fence Saver|Skills-Academy"
26765,"Copy of A1 - Base Quiz",,,,,,,,,,,,"Attack Drills|Lacrosse Player Points",Skills-Academy
26767,"Shooting on the Run &amp; Slide Em Dodging - A8 - 14 Drills",,,,,,,,,,,,"Workout Length>14 Drill Workout|Lacrosse Player Points>14 Lax Credits|Attack Drills>Attack 14|Workout Length>Long Workout","Ankle Breaker|Ankle Breaker 15|Skills-Academy"
26769,"Wing and X Hesitation Dodges 4 Cone Footwork - A7 - 15 Drills",,,,,,,,,,,,"Workout Length>15 Drill Workout|Lacrosse Player Points>15 Lax Credits|Attack Drills>Attack 15|Attack Drills>Island Isolator|Workout Length>Long Workout","Ankle Breaker|Ankle Breaker 15|Skills-Academy"
26771,"Wing Hesitation Dodges - A7 - 5 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Attack Drills>Ankle Breaker|Attack Drills>Attack 5","Ankle Breaker|Ankle Breaker 5|Skills-Academy"
26773,"Wing and Hash Hesitation Dodges - A7 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Ankle Breaker|Attack Drills>Attack 10","Ankle Breaker|Ankle Breaker 10|Skills-Academy"
26786,"Shooting on the Run &amp; Slide Em Dodging - A8 - 5 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Attack Drills>Attack 5","Ankle Breaker|Ankle Breaker 5|Skills-Academy"
26788,"Shooting on the Run &amp; Slide Em Dodging - A8 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Attack 10","Ankle Breaker|Ankle Breaker 10|Skills-Academy"
26795,"Inside Finishing - Rocker &amp; Roll Dodge - A9 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Ankle Breaker|Attack Drills>Attack 10",Skills-Academy
26797,"Roll Dodge - A9 - 5 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Attack Drills>Ankle Breaker|Attack Drills>Attack 5",Skills-Academy
26799,"Inside Finishing - Hesitation, Rocker, Roll Dodge - A9 - 16 Drills",,,,,,,,,,,,"Workout Length>16 Drill Workout|Lacrosse Player Points>16 Lax Credits|Attack Drills>Ankle Breaker|Attack Drills>Attack 16|Workout Length>Long Workout",Skills-Academy
26807,"Time and Room Shooting Out of a Dodge and Release Points - A11 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Attack 10|Attack Drills>Time and Room Terror",Skills-Academy
26809,"Time and Room Shooting Out of a Dodge and Release Points - A11 - 15 Drills",,,,,,,,,,,,"Workout Length>15 Drill Workout|Lacrosse Player Points>15 Lax Credits|Attack Drills>Attack 15|Workout Length>Long Workout|Attack Drills>Time and Room Terror",Skills-Academy
26811,"Time and Room Shooting Out of a Dodge and Release Points - A11 - 5 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Attack Drills>Attack 5|Attack Drills>Time and Room Terror",Skills-Academy
26819,"Ride Angles and Dodging Favorites - A12 - 16 Drills",,,,,,,,,,,,"Workout Length>16 Drill Workout|Lacrosse Player Points>16 Lax Credits|Attack Drills>Attack 16|Workout Length>Long Workout|Attack Drills>Rough Rider",Skills-Academy
26821,"Ride Angles and Dodging Favorites - A12 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Attack 10|Attack Drills>Rough Rider",Skills-Academy
26823,"Ride Angles and Dodging Favorites - A12 - 5 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Attack Drills>Attack 5|Attack Drills>Rough Rider",Skills-Academy
26830,"Ladder Drills and North South Dodging - A10 - 16 Drills",,,,,,,,,,,,"Workout Length>16 Drill Workout|Lacrosse Player Points>16 Lax Credits|Attack Drills>Attack 16|Workout Length>Long Workout","Ankle Breaker|Ankle Breaker 15|Skills-Academy"
26832,"Ladder Drills and North South Dodging - A10 - 5 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Ankle Breaker 5|Attack Drills>Attack 5","Ankle Breaker|Ankle Breaker 5|Skills-Academy"
26834,"Ladder Drills and North South Dodging - A10 - 10 Drills",,,,,,,,,,,"3 Minutes","Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Attack Drills>Attack 10","Ankle Breaker|Ankle Breaker 10|Skills-Academy"
26841,"Midfield Foundation of Skills - M1 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Midfield 10|Midfield Drills>Modest Midfielder",Skills-Academy
26843,"Midfield Foundation of Skills - M1 - 15 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Midfield Drills>Modest Midfielder",Skills-Academy
26845,"Midfield Foundation of Skills - M1 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Midfield 5|Midfield Drills>Modest Midfielder",Skills-Academy
26855,"Complete Shooting Progression - M2 - 15 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Midfield Drills>Long Range Sharp Shooter|Workout Length>Long Workout|Midfield Drills>Midfield 15","Easy Ball Hunt|Fence Saver|Long Workout|Skills-Academy"
26857,"Complete Shooting Progression - M2 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Long Range Sharp Shooter|Midfield Drills>Midfield 10","Easy Ball Hunt|Fence Saver|Skills-Academy"
26859,"Time and Room Shooting Progression - M2 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Long Range Sharp Shooter|Midfield Drills>Midfield 5","Easy Ball Hunt|Fence Saver|Skills-Academy"
26861,"Catching, Faking, and Inside Finishing - M3 - 17 Drills",,,,,,,,,,,,"Lacrosse Player Points>17 Lax Credits|Midfield Drills>Inside Man|Workout Length>Long Workout|Midfield Drills>Midfield 17",Skills-Academy
26869,"Defensive Footwork - Approach Angles And Recovering in - M4 - 15 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Midfield Drills>Determined Dmid|Workout Length>Long Workout|Midfield Drills>Midfield 15",Skills-Academy
26871,"Catching, Faking, and Inside Finishing - M3 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Inside Man|Midfield Drills>Midfield 5",Skills-Academy
26873,"Catching, Faking, and Inside Finishing - M3 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Inside Man|Midfield Drills>Midfield 10",Skills-Academy
26880,"Wing Dodging - M5 - 15 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Workout Length>Long Workout|Midfield Drills>Midfield 15|Midfield Drills>Wing Warrior",Skills-Academy
26883,"Defensive Footwork - Approach Angles And Recovering in - M4 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Determined Dmid|Midfield Drills>Midfield 10",Skills-Academy
26885,"Defensive Footwork - Approach Angles And Recovering in - M4 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Determined Dmid|Midfield Drills>Midfield 5",Skills-Academy
26890,"Time and Room Shooting and Wind Up Dodging - M6 - 14 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Midfield Drills>Dodging Dynamo|Workout Length>Long Workout|Midfield Drills>Midfield 15",Skills-Academy
26892,"Wing Dodging - M5 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Midfield 5|Midfield Drills>Wing Warrior",Skills-Academy
26894,"Wing Dodging - M5 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Midfield 10|Midfield Drills>Wing Warrior",Skills-Academy
26903,"Time and Room Shooting and Wind Up Dodging - M6 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Dodging Dynamo|Midfield Drills>Midfield 10",Skills-Academy
26905,"Ladder Footwork - Approach Angles - Creative Dodging - M8 - 15 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Workout Length>Long Workout|Midfield Drills>Midfield 15|Midfield Drills>Modest Midfielder",Skills-Academy
26907,"Time and Room Shooting and Wind Up Dodging - M6 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Dodging Dynamo|Midfield Drills>Midfield 5|Midfield Drills>Two Way Tornado",Skills-Academy
26915,"Midfield - Master Split Dodge and Shoot on the Run - M7 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Dodging Dynamo|Midfield Drills>Midfield 5",Skills-Academy
26917,"Master Split Dodge and Shoot on the Run - M7 - 17 Drills",,,,,,,,,,,,"Lacrosse Player Points>17 Lax Credits|Midfield Drills>Dodging Dynamo|Workout Length>Long Workout|Midfield Drills>Midfield 17",Skills-Academy
26919,"Master Split Dodge and Shoot on the Run - M7 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Dodging Dynamo|Midfield Drills>Midfield 10",Skills-Academy
26929,"Ladder Footwork - Approach Angles - Creative Dodging - M8 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Midfield 5|Midfield Drills>Modest Midfielder",Skills-Academy
26931,"Ladder Footwork - Approach Angles - Creative Dodging - M8 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Midfield 10|Midfield Drills>Modest Midfielder",Skills-Academy
26933,"Inside Finishing, Hesitations and Roll Dodges - M9 - 16 Drills",,,,,,,,,,,,"Lacrosse Player Points>16 Lax Credits|Midfield Drills>Inside Man",Skills-Academy
26945,"Inside Finishing, Hesitations and Roll Dodges - M9 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Inside Man|Midfield Drills>Midfield 10",Skills-Academy
26947,"Inside Finishing - Time and Room Release points - Mastering the Face Dodge - M10 - 15 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Midfield Drills>Long Range Sharp Shooter|Workout Length>Long Workout|Midfield Drills>Midfield 10",Skills-Academy
26949,"Inside Finishing, Hesitations and Roll Dodges - M9 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Inside Man|Midfield Drills>Midfield 5",Skills-Academy
26958,"Shooting on the Run and Slide Em Dodging - M11 - 15 Drills",,,,,,,,,,,,"Lacrosse Player Points>15 Lax Credits|Workout Length>Long Workout|Midfield Drills>Midfield 15|Midfield Drills>Wing Warrior",Skills-Academy
26960,"Inside Finishing - Time and Room Release points - Mastering the Face Dodge - M10 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Long Range Sharp Shooter|Midfield Drills>Midfield 10",Skills-Academy
26962,"Inside Finishing - Time and Room Release points - Mastering the Face Dodge - M10 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Long Range Sharp Shooter|Midfield Drills>Midfield 5",Skills-Academy
26972,"Shooting on the Run and Slide Em Dodging - M11 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Midfield 5|Midfield Drills>Wing Warrior",Skills-Academy
26974,"Shooting on the Run and Slide Em Dodging - M11 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Midfield 10|Midfield Drills>Wing Warrior",Skills-Academy
26976,"Defensive Approaches, Recoveries, Fast Break Defense - M12 - 16 Drills",,,,,,,,,,,,"Lacrosse Player Points>16 Lax Credits|Midfield Drills>Determined Dmid|Workout Length>Long Workout|Midfield Drills>Midfield 16",Skills-Academy
26985,"Defensive Approaches, Recoveries, Fast Break Defense - M12 - 10 Drills",,,,,,,,,,,,"Workout Length>10 Drill Workout|Lacrosse Player Points>10 Lax Credits|Midfield Drills>Determined Dmid|Midfield Drills>Midfield 10",Skills-Academy
26987,"Copy of M1 - Base Quiz",,,,,,,,,,,,"Lacrosse Player Points|Midfield Drills",Skills-Academy
26989,"Fast Break Defense and Rotations - M12 - 05 Drills",,,,,,,,,,,,"Workout Length>5 Drill Workout|Lacrosse Player Points>5 Lax Credits|Midfield Drills>Determined Dmid|Midfield Drills>Midfield 5",Skills-Academy
