folderPath,name,Id,description
Offense/21-12 Motion Offense/Example Offenses/,21-12 PDF Example Offense,,"In order to create a complete offense -  we must include dodges with all perimeter players in either set. For an example -  we will combine motions and that have the same rules into sets and give those sets a name. Like stated on the previous page -  it is important that the motions use similar rules so that off ball player can react quickly and efficiently once they understand how to play within the concepts.
Regular - All motions are “Push-Pull” motions.
21 Motions - Dodge - Follow - Float and Sweep - Fade - Float
12 Motion - Center Dodge : Dodge - Clear Through - Follow
12 Motion - Wing Dodge : Dodge - Follow - Hold and Dodge - Fade - Cut The Middle
Fade and Cut The Middle Rotations - The closest player in the opposite group will always fade (or Pop) to be the forward outlet (unless they are already out of the way). The backside player will always cut the middle. If they rotate early because they expect the dodge to go one way and it goes the other -  they should maintain their movements and get reset into a 21 or 12 set.
12 Rotation : Fade - Fade - Cut The Middle
21 Rotation : Backside Exchange"
Man Up & Man Down /Man Up/3-3 3 Man Side Wheel/,3-3 3 Man Side Wheel - Three High - Top Down Skips,,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
"
Man Up & Man Down /Man Up/3-3 3 Man Side Wheel/,3-3 3 Man Side Wheel - Throw Back,,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
"
Man Up & Man Down /Man Up/3-3 3 Man Side Wheel/,3-3 3 Man Side Wheel - Throw Forward,,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
"
Transition/Riding/3-3 Deep Zone Ride/,3-3 Deep Zone Ride Layout,,In the 3-3 zone ride -  all players will drop immediately to prevent any early break. Once we’ve forced the adjacent pass -  players will try to double near the midline with attack and midfield groups.
Man Up & Man Down /Man Up/Quick Hitters/,3-3 Pioneer,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2."
Man Up & Man Down /Base Swings/,3-3 Swing,,"Simple and Effective. This man up play is a staple in many programs because it allows a team to read the defense and make a variety of passes to open players.
"
Man Up & Man Down /Man Up/Quick Hitters/,3-3 Terrapin,,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2."
Offense/How to Beat a Zone/,3-3 Zone Gaps and Soft Spots,,This is a play in the 1-4–1 carry step off offense.
Transition/Riding/3-3 Deep Zone Ride/,3-3 Zone Ride,,In the 3-3 zone ride -  all players will drop immediately to prevent any early break. Once we’ve forced the adjacent pass -  players will try to double near the midline with attack and midfield groups.
Man Up & Man Down /Man Down/4 Man Rotation/,4 Man Rotation vs 1-4-1 Man Up Swing,,"Backside players must spider in to cover the second crease player.

Once they rotate out of this set -  players must be ready to rotate."
Man Up & Man Down /Man Down/4 Man Rotation/,4 Man Rotation vs 2-2-2 Swing,,Backside players must spider in to cover the second crease player.  Once they rotate off the crease we must be ready to rotate.
Man Up & Man Down /Man Down/4 Man Rotation/,4 Man Rotation vs 2-3-1 Swing,,Players must rotate quickly and efficiently to get to the hands of the office of players. Be aware of feeds from X
Man Up & Man Down /Man Down/4 Man Rotation/,4 Man Rotation vs 3-3 Swing,,The key is covering skip the lanes from top center to the low corners.
Offense/How to Beat a Zone/Wheels and Rotations/,4 Man Side Wheel,,This is a play in the 1-4–1 carry step off offense.
Man Up & Man Down /Man Up/3-3 4 Man Side Wheel/,4 Man Side Wheel - Forward 3v2,,This 4 Man Side Wheel
Offense/How to Beat a Zone/Wheels and Rotations/,4 Man Side Wheel and Double Seal,,This is a play in the 1-4–1 carry step off offense.
Offense/How to Beat a Zone/Wheels and Rotations/,4 Man Top Wheel,,This is a play in the 1-4–1 carry step off offense.
Man Up & Man Down /Man Up/3-3 4 Man Top Wheel/,4 Man Top Wheel - 3 Defenseman High,,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the defense puts 3 defenseman High -  the ball carrier will look for skip passes through the defense."
Man Up & Man Down /Man Up/3-3 4 Man Top Wheel/,4 Man Top Wheel - Back and Forth,,
Man Up & Man Down /Man Up/3-3 4 Man Top Wheel/,4 Man Top Wheel - Lock Off Carry,,
Man Up & Man Down /Man Up/3-3 4 Man Top Wheel/,4 Man Top Wheel - Seal For Forward,,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

In this 4 Man Top Wheel -  the player cutting the middle will seal the top left defenseman in to allow for the fading player to take a step down."
Man Up & Man Down /Man Up/3-3 4 Man Top Wheel/,4 Man Top Wheel - Seal For Forward - Lefty Carry,,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

In this 4 Man Top Wheel -  the player cutting the middle will seal the top left defenseman in to allow for the fading player to take a step down."
Man Up & Man Down /Man Up/3-3 4 Man Top Wheel/,4 Man Top Wheel - Throw Backward,,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the on ball defenseman stays with and the crease defenseman stays inside -  throw back and play the backward 3v2."
Man Up & Man Down /Man Up/3-3 4 Man Top Wheel/,4 Man Top Wheel - Throw Forward,,"This simple 4 Man Top Wheel Motions put every Man Down Defense in difficult situations that are easy to read and exploit.

If the on ball defenseman falls off to cover the crease throw forward and play the 3v2."
Offense/How to Beat a Zone/Wheels and Rotations/,4 Man Top Wheel - With a seal,,This is a play in the 1-4–1 carry step off offense.
Offense/LaxCon 2022 Presentation Examples/,4-2 Offense LaxCon Example,,This is an overview and example of the 4-2 Cuse Offense
Transition/Clearing/Skeleton Clears/,4-3 Clear (Skeleton),,The 4 - 3 Clear puts 4 players across the midline and 3 players building the base of the clear.  The upfield players will work back to the ball and turn upfield.
Offense/How to Beat a Zone/Beat Your Man and Score/,4-6 Zones Beat Your Man From X,,This is a play in the 1-4–1 carry step off offense.
Offense/7v7/,4v4 - Pass Down Pick Down,,Pass Down Pick Down and Cycle Offense.
Offense/7v7/,4v4 - Up Pick Nations,,A 3 Pass Pick and Roll that works like a charm in 7v7.
Offense/7v7/,4v4 - Y Offense,,The Y Offense is a simple and effective motion offense. This offense uses the dodge follow float motion with a player at X
Man Up & Man Down /Man Down/5 Man Rotation/,5 Man Rotation vs 1-4-1 Man Up Swing,,"You won’t really see the 5 Man Until a crease player pops off the crease.

Backside players must spider in to cover the second Kris Blair."
Man Up & Man Down /Man Down/5 Man Rotation/,5 Man Rotation vs 2-2-2 Swing,,Backside players must spider in to cover the second crease player.  Once they rotate off the crease we will see a more traditional 5 Man.
Man Up & Man Down /Man Down/5 Man Rotation/,5 Man Rotation vs 2-3-1 Swing,,Players must spider in to cover the crease when the ball is on the other side of the field.
Man Up & Man Down /Man Down/5 Man Rotation/,5 Man Rotation vs 3-3 Swing,,The key are the skips from top Center to low corners.
Offense/How to Beat a Zone/Draw and Dump/Side 3v2/,Alley Dodge and Nearside Sneak,,This is the Cuse Motion Offense vs a 3-3 zone.
Transition/Clearing/Clearing Strategy/,Alpha,,Alpha is a term used to describe which player is being guarded by the attackman.  Since most attack men will not cross the midline once we know who is offended by the attachment this player can cross the midline into open space and receive the ball.
Offense/Duke Fade and Follow/,Backside Cut After Drawing,,A play you can use vs a zone with shorty top center and on the crease.
Transition/Clearing/4-3 Alpha Clear/,Base - Accept a Pass,,
Transition/Clearing/4-3 Alpha Clear/,Base - Gain Possession,,
Man Up & Man Down /Man Down/4 Man Rotation/,Box and 1 vs 1-4-1 Man Up Swing,,"The boxing one will need to pinch where the ball is and be ready to rotate in the event a player cannot get back to his zone.

Be ready for players to come off of the crease and the player at x to curl"
Man Up & Man Down /Man Down/Box and 1/,Box and 1 vs 2-2-2 Swing,,Backside players must spider in to cover the second crease player.  If they pop off the crease -  we should try to show and rotate if we need to.
Man Up & Man Down /Man Down/Box and 1/,Box and 1 vs 2-3-1 Swing,,Players must be ready to account for the Player at X when he comes above the goal.
Man Up & Man Down /Man Down/Box and 1/,Box and 1 vs 3-3 Swing,,The key here is playing the 3 v 2 up top and rotating if we need to.
Man Up & Man Down /Man Down/Box and 1/,Box and 1 Zone vs 3-3 Swing,,The key is slow playing to keep zones and play to verse three up top and rotating fast if we need to.
Man Up & Man Down /Man Down/Box and Surprise Lock/,Box and Lock vs 3-3 Swing,,The key is spidering in Backside
Man Up & Man Down /Man Down/Box and Surprise Lock/,Box and Surprise Lock vs 2-2-2 Swing,,Once the offense rotates out of the 2-2-2 because of the lock and the back side will have to spider into the crease.
Man Up & Man Down /Man Down/Box and Surprise Lock/,Box and Surprise Lock vs 2-3-1 Swing,,Players must be ready to account for the Player at X and spider in to cover the crease once  he comes above the goal.
Defense/Zone Defense/Zone Principle Examples/,Bungee - Zone Principles,,Getting back to the middle if your zone after the ball is moved.
Offense/2 Man Ideas/Compress and Explode/,C&E - Ball Carrier Reads,,
Offense/2 Man Ideas/Compress and Explode/,C&E - Visualize Layers,,Layers refers to sections of the field moving from ball side to backside. The more layers we can actively playing in the more advanced our offense will be.  More Layers = Faster play.
Offense/Set Plays/,Carolina Alley to Sweep,,
Offense/Set Plays/,Chaos Substitution Trick Play for 2,,Trick play run by Chaos for 2 Points vs Archers
Man Up & Man Down /Man Up/Quick Hitters/,Cheddar,,Man play
Man Up & Man Down /Man Up/Quick Hitters/,Cheddar to Reverse Twice,,Man play
Man Up & Man Down /Man Up/Quick Hitters/,Cheddar to Same Direction,,Man play
Man Up & Man Down /Man Down/Restart Trick Plays/,Clearing Start (Bench Side) - Man Down Restart Trick Clear,,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!
Man Up & Man Down /Man Down/Restart Trick Plays/,Clearing Start (Off Bench Side) - Man Down Restart Trick Clear,,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!
Defense/Slide and Recover Example/,CoMa Slide and Recover,,A CoMa Slide is a slide to a dodge from X where the slide COMes Across the goal from the other side.
Defense/Slide and Recover Example/,CoMa Slide and Recover - Throw Back,,
Offense/Set Plays/,Conshu Set Play,,Conshu is a set play based on clearing a skip lane to the backside by bringing the usual defender into a 2 man scenario with the ball carrier.
Defense/Slide and Recover Example/,Crease Slide and Recovery,,Crease Slide and Recovery Example
Offense/Cuse Motion Offense/Full Motion/,Cuse Motion - Alley Throw Back,,This is the Cuse Motion Offense
Offense/Cuse Motion Offense/Full Motion/,Cuse Motion - Alley Throw Forward,,This is the Cuse Motion Offense
Offense/Cuse Motion Offense/Full Motion/,Cuse Motion - Alley Throw Forward Fade Redodge,,This is the Cuse Motion Offense
Offense/Cuse Motion Offense/Full Motion/,Cuse Motion - Alley to Picks Behind,,"This is the Cuse Motion Offense with a pick behind after the first pass.

The attack men want to switch sides so they can work to their strong hands in the two-man game."
Offense/Cuse Motion Offense/Individual Parts/,Cuse Motion - Backside Cut The Middle,,This is the Cuse Motion Offense - The backside player will cut the middle.
Offense/Cuse Motion Offense/Individual Parts/,Cuse Motion - Crease Mirror,,This is the Cuse Motion Offense - The top crease player will mirror the dodge.
Offense/Cuse Motion Offense/Individual Parts/,Cuse Motion - Dodge or Sweep,,This is the Cuse Motion Offense - The dodger has the option to go over the top or down the alley. All other players will react to this dodge.
Offense/Cuse Motion Offense/Individual Parts/,Cuse Motion - Low 2 - Fade and Cut the Middle,,This is the Cuse Motion Offense - The near side low player will fade to x playing hang up games while the backside player cuts the middle.
Offense/Cuse Motion Offense/Individual Parts/,Cuse Motion - Low 2 Clear Through,,This is the Cuse Motion Offense - The near side low player will clear through to the crease and the backside player will fill to x for the forward outlet.
Offense/Cuse Motion Offense/Full Motion/,Cuse Motion - Sweep Throw Back,,This is the Cuse Motion Offense
Offense/Cuse Motion Offense/Full Motion/,Cuse Motion - Sweep Throw Forward,,This is the Cuse Motion Offense
Offense/Cuse Motion Offense/Individual Parts/,Cuse Motion - Top Center Fade,,This is the Cuse Motion Offense - The top center player will fade and prepare to dodge of the ball swings.
Offense/Cuse Motion Offense/Vs Zone/,Cuse Motion vs Zone - Alley to Nearside Pipe,,This is the Cuse Motion Offense vs a 3-3 zone.
Offense/Cuse Motion Offense/Vs Zone/,Cuse Motion vs Zone - Sweep to Step Down,,This is the Cuse Motion Offense vs a 3-3 zone.
Offense/Set Plays/,Denver Elite Offense Overview for Laxcon,,"Denver Elite Offense Overview for Laxcon
"
Man Up & Man Down /Man Up/Quick Hitters/,Denver Open to 3-3,,
Man Up & Man Down /Man Up/Quick Hitters/,DENVER Shifted 2-2-2 to 3-3 Man Up Off Ball Slip,,This simple and effective man up play uses an off ball 2 man game to pick on a single off ball defender with quick ball movement.
Offense/Set Plays/,Denver Skeleton,,Denver Endline Play
Offense/Set Plays/,Denver vs Man to Man,,Denver Endline Play
Offense/Duke Fade and Follow/,DF&F Looks - Draw and Dump Crease,,If the crease Slides when you’re attacking the Middle -  feed the crease.
Offense/Duke Fade and Follow/,DF&F Looks - Skip to Corners,,If the crease Slides when you’re attacking the Middle and the 2 slide is there -  Skip it to the corners.
Offense/Duke Fade and Follow/,DF&F Looks - Turn Corner 2v1,,If the adjacent player slides -  Draw and Dump on the wing.
Offense/Duke Fade and Follow/,DFF Looks - 3x Rollback to Pick,,"The Duke Fade and Follow Offense attacks the middle using rollbacks -  great spacing and a Weave.

If the dodger is unable to turn the corners or find looks after 3 roll backs -  he should pass Down Pick Down with either Wing."
Offense/Duke Fade and Follow/,DFF Looks - Draw and Dump Adjacent,,
Offense/Duke Fade and Follow/,DFF Looks - Turn The Corner,,"The Duke Fade and Follow Offense attacks the middle using rollbacks -  great spacing and a Weave.

Players should turn the corner dodging room Top Center."
Transition/Clearing/Skeleton Clears/,Diamond Clear (Skeleton),,The Diamond Clear creates a diamond with the upfield defenseman on the off box side -  both short stick midfielders in the middle (one restraining line -  one midline) -  and the LSM at the box.
Offense/Open Set/,Dodge - Clear Through - Follow From X,,Play works well because many teams do not train adjacent slides.
Transition/Substitutions/Subbing Through Midline/,Doubling during Midline Subs,,"The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box."
Offense/Duke Fade and Follow/,Duke Fade and Follow - Alley to Up Pick,,"The Duke Fade and Follow Offense attacks the middle using rollbacks -  great spacing and a Weave.

If the dodger takes the Alley -  it sets up the Attackman to come off a big little pick from up top."
Offense/Duke Fade and Follow/,Duke Fade and Follow - Sweep,,The Duke Fade and Follow Offense attacks the middle using rollbacks -  great spacing and a Weave.
Man Up & Man Down /Man Up/Quick Hitters/,Duke Scissor Cut Motion (O’Niel Goal that Beat Denver),,A brilliantly designed Man Up Play by the Duke Blue Devils to beat Denver in 2023
Offense/How to Beat a Zone/Draw and Dump/Fade and Follow - Shorty Top Center/,Fade and Follow vs Zone,,
Offense/How to Beat a Zone/Draw and Dump/Fade and Follow - Shorty Top Center/,Fade and Follow vs Zone,,
Transition/Transition Offense/Fast Break (4v3)/,Flat Fast Break - All Looks,,A more advanced Fastbreak where we utilize the depth of the field rather than a box To allow the midfielder to run directly down the center of the field.
Face Offs/,FO - Black (Pull Side Wing),,"During face offs -  players must expect the ball.  Once the ball is picked up -  they must connect and get the ball to the offensive end.

The Black call should be expected if the pull side wing player lines up uncontested in the defensive end."
Face Offs/,FO - Connect after GB,,During face offs -  players must expect the ball. Once the ball is picked up -  they must connect and get the ball to the offensive end.  Some face off specialists and LSM’s have a tendency of running off the field once the ball is picked up which can lead to Easy Doubles.
Face Offs/,FO - Green (Pull to Self),,"During face offs -  players must expect the ball.  Once the ball is picked up -  they must connect and get the ball to the offensive end.

If the defensive team lines up “Hip to Hip” on both sides -  the FO specialist will have to pull it to himself where he has space.  The basic idea is that the more space he has in any spot -  the better.  However -  he can pull it to himself wherever he feels he will have the best opportunity to get the ball.

Pull Front Left - If the pull side wing is line up in the defensive end.

Pull Back Left - If the pull side wing is lined up in the offensive end.

Pull Back Right - If the off side wing is line up in the offensive end."
Face Offs/,FO - Pass Back & Clear,,"During face offs -  players must expect the ball.  Once the ball is picked up -  they must connect and get the ball to the offensive end.

If the defensive team lines up “Hip to Hip” on both sides -  the FO specialist will have to pull it to himself where he has space. If the opposing team puts a long pole on the face off -  the face of specialist can pull it backwards pick it up and then pass back to the goalie who will set up the clear."
Face Offs/,FO - White (Off Side Wing),,"During face offs -  players must expect the ball.  Once the ball is picked up -  they must connect and get the ball to the offensive end.

The White call should be expected if the pull side wing player lines up contested and the off side wing is uncontested in the defensive end."
Transition/Riding/Goalie Ride/,Goalie Ride,,The Goalie Ride is used to pick on other teams goalies by making them handle the ball and locking off all the other players.
Offense/Set Plays/,Gold (Denver Modification),,Denver Endline Play
Transition/Transition Offense/,Green Read Progressions,,
Offense/Box Offense/,Hi Wing Pairs and X,,Hi wing pairs and acts as a building block to the Ohio State offense while in the box.  The X pair simply doesn’t have a second player.
Man Up & Man Down /Man Up/3-3 4 Man Side Wheel/,Hopkins 4 Man Wheel and Seal,,Use this 4 Man Side Wheel and double seal to get your best shooter free!
Man Up & Man Down /Man Down/House Zone/,House Zone vs 1-4-1 Man Up Swing,,Stay on the pipes and communicate who backside players have on the crease.
Man Up & Man Down /Man Down/House Zone/,House Zone vs 2-2-2 Swing,,The pipe players should stay on the pipes and help on the crease if they can top 3 should do their best to cover the 4 up top.
Man Up & Man Down /Man Down/House Zone/,House Zone vs 2-3-1 Swing,,Players must be ready to account for the Player at X when he comes above the goal.
Man Up & Man Down /Man Down/House Zone/,House Zone vs 3-3 Swing,,The key are the skips from top Center to low corners.
Man Up & Man Down /Man Up/3-3 4 Man Side Wheel/,Jay’s - 4 Man Wheel and Seal,,Use this 4 Man Side Wheel and double seal to get your best shooter free!
Transition/Clearing/Skeleton Clears/,L - Clear (Skeleton),,"The L - Clear refers to the formation of the defensive players in the clear.  The defenseman will move form an L as they line up on the wings of each side of the goal and the just goal side of the midline on the off box side.

There are many different types of L clears depending on the formation of the other players.  Here we will show a 4-3 clear -  diamond clear -  and 2-2-3 clear formaions."
Transition/Transition Offense/Fast Break (4v3)/,L - Fast Break,,"Tried and True… The “L” Fast Break is simple and effective.
"
Transition/Transition Offense/Fast Break (4v3)/,L - Fast Break - L/R Point,,"Tried and True… The “L” Fast Break is simple and effective.

The player coming the into the offensive end must pick a side and the Attack will rotate into their L set.  Their Rotation should ensure that a righty or lefty is point on the correct side."
Transition/Transition Offense/Fast Break (4v3)/,L - Fast Break (1 Point Man),,"Tried and True… The “L” Fast Break is simple and effective.

This Rotation will ensure that a single player will be the point player regardless of the side."
Transition/Transition Offense/Fast Break (4v3)/,L - Fast Break (All Looks),,"Tried and True… The “L” Fast Break is simple and effective.

Looks are based on eye site."
Transition/Clearing/Skeleton Clears/,Ladder Clear (Skeleton),,"The Ladder Clear puts both midfielders on the off box side and tries to move the ball up the ladder.

Teams will clear up the off box side with their midfielders to keep the opposing riding midfielders on the field."
Man Up & Man Down /Man Up/Quick Hitters/,Maroon Open Set Play,,Man play
Transition/Substitutions/Subbing Through Midline/,Marrying - Subbing Through the Midline,,"The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box. 

If the other team is subbing through the midline and you want to sub with them -  Our team will need to match their team step for step.
Attackman for new Middy through box on sides.
New Middy for old Middy through midline with the it middies.
Old Middy for Attackman through box. "
Offense/How to Beat a Zone/Schemes/Set Plays/,Maryland Double Pick Seal,,This is a play in the 1-4–1 carry step off offense.
Man Up & Man Down /Man Down/Restart Trick Plays/,Midfield Start (Bench Side) - Man Down Restart Trick Play,,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!
Man Up & Man Down /Man Down/Restart Trick Plays/,Midfield Start (Off Bench Side) - Man Down Restart Trick Play,,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!
Defense/Slide and Recover Example/,Near Man Slide and Recovery,,Near Man Slide and Recovery - If a defensive player comes between the crease slide and the ball carrier -  they are now the slide and the crease must pick up that man.
Offense/Set Plays/,O-Show,,Reverse Denver Endline Play
Offense/Open Set/,Open Overlap - Alley,,
Offense/Open Set/,Open Overlap - Sweep,,
Offense/Open Set/,Open Overlap - Top Center,,
Offense/Set Plays/,Open Up Pick / Shallow Nations,,This is a simple pick or dodging play that should free up an player slipping to the cage.
Defense/Slide and Recover Example/,"Open, Adjacent Slide and Recover",,Adjacent Slide and Recover
Offense/Ohio State Pairs/Example Offenses/,OSP - Example Offense - No Picks,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

This is a read and react example with no picks."
Offense/Ohio State Pairs/Example Offenses/,OSP - Example Offense - Picks and Mumbos,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

This is a ""read and react"" example incorporates picks and mumbos."
Offense/LaxCon 2022 Presentation Examples/,OSP - LaxCon Example,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

Holds are used after Rotations to stay in dangerous space and prepare for the next Motion. 

In our example. the Lefty Wing Pair exchanges as the righty wing pair up picks.  The Lefty Wing Pair can Hold as the X Pair runs their picks behind.

Resets are used after Motions to reset into the perimeter or inside out formation

In our example -  the Righty Wing Pair executes an Up Pick and Slip.  Then -  as the X Pair is executing their pick game -  they will reset inside out."
Offense/Ohio State Pairs/,OSP - Movement Rules - Holds and Resets,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

In this motion -  one player will dodge while the other shallow cuts underneath them"
Offense/Ohio State Pairs/X Motions/,OSP - Picks Behind,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

Wing Mirrors are run from the inside out set.  If the dodger runs down the alley -  the crease player will mirror to the top.  If the dodger sweeps across the top -  the crease player will mirror out to the wing.  
If the defensive team slides from the crease -  it will leave the mirror player open often."
Offense/Ohio State Pairs/Wing Motions/,OSP - Up Picks and Down Picks,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

As the player dodges -   the nearest player will cut the middle while the other fills as the outlet."
Offense/Ohio State Pairs/Wing Motions/,OSP - Wing Motion - Carry Shallow Cut,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

As the player dodges -  the exterior player will cut the middle while the inside player pops to the outside."
Offense/Ohio State Pairs/Wing Motions/,OSP - Wing Motion - Mirror,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

As the player dodges -   the nearest player will fade to 10x12 and the other will cut to the back pipe."
Offense/Ohio State Pairs/Wing Rotations/,OSP - Wing Rotation - Cut The Middle and Fill,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

Flares and Mumbo’s are run from the inside out sets -  where the perimeter player will pick his own man into the middle of the field and the inside player will pop out around the pick.

Mumbo’s have the player pop to open space.

Flares have the player curl around the pick."
Offense/Ohio State Pairs/Wing Rotations/,OSP - Wing Rotation - Exchange,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

Off Ball Picks are used from the perimeter position.  The player closest to the ball will cut inside and pick the backside player's defenseman.  The backside player will cut off of the pick."
Offense/Ohio State Pairs/Wing Rotations/,OSP - Wing Rotation - Fade and Cut The Middle,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

Holds are used after Rotations to stay in dangerous space and prepare for the next Motion. 

In our example. the Lefty Wing Pair exchanges as the righty wing pair up picks.  The Lefty Wing Pair can Hold as the X Pair runs their picks behind.

Resets are used after Motions to reset into the perimeter or inside out formation

In our example -  the Righty Wing Pair executes an Up Pick and Slip.  Then -  as the X Pair is executing their pick game -  they will reset inside out."
Offense/Ohio State Pairs/Wing Rotations/,OSP - Wing Rotation - Mumbo / Flare,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

Picks can be run from the perimeter or inside out sets.  The key with good picks is to get inside of the defensive player you are trying to pick so that he can’t see the pick coming. 
We would like to set picks where the ball carrier and picking player can exit the pick to their strong hands."
Offense/Ohio State Pairs/Wing Rotations/,OSP - Wing Rotation - Off Ball Picks,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

Up Picks and Down Picks can be run from the perimeter or inside out sets.  The key with good picks is to get inside of the defensive player you are trying to pick so that he can’t see the pick coming.  Once a pick is set -  the picker will always slip (roll) to the goal."
Offense/Ohio State Pairs/X Motions/,OSP - X Mirror,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

The Attack Mirror Motion can occur when the X group is on the perimeter or inside out.  As one of the players dodges up the wing -  the partner must get to X to become the backward outlet."
Offense/Ohio State Pairs/X Rotations/,OSP - X Rotation - Clear Through and Fill,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

The ball side player will clear through to the crease as the backside player will get to X as the forward outlet.

This is used mostly to set up a quick dodge to the backside -  or an inside-out pick to the strong hand."
Offense/Ohio State Pairs/X Rotations/,OSP - X Rotation - Fade and Cut The Middle,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

The ball side player will Fade to X to become the Forward Outlet while the backside player cuts the Middle.  

This is used mostly to set up quick ball movement to the backside or a reversal dodge back towards where the ball came from."
Offense/Ohio State Pairs/X Rotations/,OSP - X Rotation - Pop and Step Off,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

The Pop and Step Off Rotation is run out of the inside out set.  The player at X will pop ball side to be the forward outlet as the player on the crease steps off to be the 2nd pass option.  

If the ball is passed forward twice -  the player who stepped off is primed for a dodge to his strong hand."
Offense/How to Beat a Zone/Beat Your Man and Score/,Pass Into Dodge - 1-3 Zone,,This is a play in the 1-4–1 carry step off offense.
Man Up & Man Down /Man Up/Quick Hitters/,Pepper Jack,,"A man up motion that contributed a lot of goals for us this season.  
RP = Righty Passer
LP = Lefty Passer 
IF = Inside Finisher
LS = Lefty Shooter
RS = Righty Shooter
SP = Shooter/Passer"
Offense/How to Beat a Zone/Draw and Dump/Picking in Zones/,Pick the Zone - Top Center,,
Transition/Substitutions/Subbing Through Midline/,Picking to Sub Through the Midline,,"If our opponents are subbing through the midline with us -  we can use a Pick to try to gain a step or even keep them on the field.

Defenseman for new Middy through box on sides.

New Middy will pick for another Middy (to get his own defender to show to the ball) and then sprint through midline.

If he gains a step -  we can pass to the new middy who should generate a 6 v 5 Break
.
If the other midfielder helps the ball -  we will have trapped an offensive or face off player on defense.

Old Midfielder for Defenseman through box."
Offense/Set Plays/,Pios (Denver Modification Fake Flip),,Denver Endline Play
Offense/Set Plays/,Power 1 - Midfield Motion - Alley,,The Power 1 Midfield Play is a set play that uses a misdirection pick or a double pick to produce a step-down shot from 8-10 yards by creating a skip lane or a shot on the run with a sweep by picking the switch.
Offense/Penn State Offense/1-4-1 Wing Pairs/Off Ball/,PSO - 14 - Backside Cut and Separate,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The Backside Cut and Separate is used by the backside  to ensure that Defenseman can’t okay both players."
Offense/Penn State Offense/1-4-1 Wing Pairs/Off Ball/,PSO - 14 - Backside Exchange,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The Backside Exchange is used by the backside players to set up for a secondary dodge."
